fact_id,raw_text,source_page,source_name,last_updated,schema_type,topic,theme,theme_group,sub_theme,astrological_trigger_json,ai_summary
40882414ea61548643ccf06bb77494d67a869a96f685bcd78dcf08cf8423b44c,"Additional: Feminine, North direction, White color, Body part: Chest/stomach. Guna: Sattva. Dosha: Kapha.",p60-61,BPHS_GCS,2025-09-23T11:00:25.490173,dosha,,Foundational Concepts,Astrological Principles,"classification,definition,general_principle","{""type"": ""dosha"", ""name"": ""Kapha"", ""components"": [""Feminine"", ""North direction"", ""White color"", ""Chest/stomach"", ""Sattva""]}","The provided astrological details indicate a Kapha dosha, associated with feminine qualities, the north direction, white color, the chest/stomach area, and Sattva guna. (Additional Context: Individuals with prominent Kapha dosha are often described as having a calm and stable nature.  They may be prone to weight gain and should focus on maintaining a balanced lifestyle.  The association with Sattva guna suggests a peaceful and harmonious disposition.)"
41e3ce9ad15984e7df08741ad7cc974d3c8ea4b1fc8b02a4942218ea616da1b0,"Additional: Feminine, South direction, White color, Body part: Face/neck. Guna: Rajas. Dosha: Kapha.",p60-61,BPHS_GCS,2025-09-23T11:00:25.490632,dosha,,"Foundational Concepts,core_self_vitality,doshas","Astrological Principles,Identity & Personality,Other","general_principle,other_doshas_related,other_identity_personality,physical_appearance","{""type"": ""dosha"", ""name"": ""Kapha"", ""components"": [""Kapha""]}","The provided astrological details indicate a Kapha dosha, associated with the feminine, South direction, white color, and the face/neck area of the body. The dominant Guna is Rajas. (Additional Context: Individuals with a prominent Kapha dosha are often described as having a stable and grounded nature.  Rajas Guna, when balanced, can contribute to creativity and activity, but if excessive, it may lead to restlessness or agitation.)"
26359d819b7ab6b7135ec010ec4196131d09a1ffc627267c640c9cdcede1c3d0,"Additional: Masculine, East direction, Red color, Body part: Head. Guna: Rajas. Dosha: Pitta.",p60-61,BPHS_GCS,2025-09-23T11:00:25.491031,dosha,,"doshas,health_risks_longevity","Affliction Doshas,Physical Health","general_health,other_affliction_doshas,pitru_dosha","{""type"": ""dosha"", ""name"": ""Pitta"", ""components"": [""Masculine"", ""East direction"", ""Red color"", ""Head""]}","The individual displays Pitta dosha characteristics, associated with masculine energy, the east direction, the color red, and the head. (Additional Context: Pitta dosha's prominence suggests a tendency towards intensity, leadership, and a sharp intellect.  Balancing Pitta through cooling practices may be beneficial.)"
0512ba7e718cb31f426c85aa19cb2acc01b3ebc67f3daed510787150b3ecd1bc,"Additional: Masculine, West direction, Greenish color, Body part: Arms/shoulders. Guna: Rajas. Dosha: Vata.",p60-61,BPHS_GCS,2025-09-23T11:00:25.491420,dosha,,Foundational Concepts,Astrological Principles,"definition,general_principle","{""type"": ""dosha"", ""name"": ""Vata"", ""components"": [""Masculine"", ""West direction"", ""Greenish color"", ""Arms/shoulders"", ""Rajas""]}","Vata dosha is associated with masculine energy, the west direction, a greenish color, the arms/shoulders area of the body, and Rajas guna."
c46a27b2cb11bf10f03c92ea4ca208a5c0b769c379095da41a8f972fc030dde0,Aquarius (Kumbha),p60-61,BPHS_GCS,2025-09-23T11:00:25.491631,sign_trait,,Foundational Concepts,Astrological Principles,classification,"{""type"": ""sign_trait"", ""sign"": ""Aquarius"", ""element"": ""Air"", ""planet_name"": ""Uranus, Saturn"", ""house"": 11, ""modality"": ""Fixed"", ""ruler"": ""Uranus (modern), Saturn (traditional)""}","The provided text identifies the astrological sign Aquarius (Kumbha). (Additional Context: Aquarius is associated with independence, innovation, and humanitarianism.  People born under this sign are often seen as unconventional, intellectual, and forward-thinking.)"
5de7e37821a8f3bffb6aeb2300748f34f7b3a4cd3c612747e53f390a9cb5319a,"Aries (Mesha)
Symbol: Ram. Ruler: Mars. Element: Fire. Modality: Cardinal.",p60-61,BPHS_GCS,2025-09-23T11:00:25.491905,sign_trait,,core_self_vitality,Identity & Personality,self_identity_character,"{""type"": ""sign_trait"", ""sign"": ""Aries"", ""element"": ""Fire"", ""planet_name"": null, ""house"": null, ""modality"": ""Cardinal"", ""ruler"": ""Mars""}","Aries, symbolized by the Ram, is a fire sign ruled by Mars and has a cardinal modality. (Additional Context: Aries individuals are known for their energetic and assertive nature. As a fire sign, they exhibit enthusiasm and passion. Being a cardinal sign indicates their proactive and initiating qualities. Mars, as the ruler, further emphasizes their drive and competitive spirit.)"
f9e7b6169b52a40c95c0e1da45fba4a4836b704c291bbe49d7ee97236e7380c6,"Aries (Mesha)
Symbol: Ram. Ruler: Mars. Element: Fire. Modality: Cardinal.",p60-61,BPHS_GCS,2025-09-23T11:00:25.491912,planet_profile,,Foundational Concepts,Astrological Principles,"classification,definition,general_principle","{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": ""Aries"", ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Aries, symbolized by the Ram, is a fire sign ruled by Mars and is classified as a cardinal sign. (Additional Context: Mars in Aries generally indicates assertive and energetic individuals.  Cardinal signs initiate action and new beginnings.)"
3603c0cc45c869c4af7d83dabda1d4fdbcae68e586683039e114badc99bed874,"Aries (Mesha)
Symbol: Ram. Ruler: Mars. Element: Fire. Modality: Cardinal.
Attributes: Initiating, courageous, impulsive, competitive.
Additional: Masculine, East direction, Red color, Body part: Head. Guna: Rajas. Dosha: Pitta.
Odd sign. Fertility: Barren. Class: Quadruped.",p60-61,BPHS_GCS,2025-09-23T11:00:25.492448,sign_trait,,"core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health","physical_appearance,self_identity_character,vitality_energy_levels","{""type"": ""sign_trait"", ""sign"": ""Aries"", ""element"": ""Fire"", ""planet_name"": null, ""house"": null, ""modality"": ""Cardinal"", ""ruler"": ""Mars""}","Aries, symbolized by the Ram, is a fire sign ruled by Mars. It is a cardinal sign known for initiating, courageous, impulsive, and competitive attributes.  Additional attributes include masculine energy, association with the East direction and red color, and connection to the head. Its Guna is Rajas and Dosha is Pitta. It is considered an odd, barren sign and classified as a quadruped. (Additional Context: Aries individuals are often natural leaders, driven by their passions and desires. Their fiery nature can make them quick-tempered but also highly enthusiastic and energetic.  As a cardinal sign, they excel at initiating new ventures. However, their impulsiveness can sometimes lead to hasty decisions.  Their association with the head may indicate a predisposition to headaches or head injuries.)"
0320724e2de38cc7858f5335ed80e419e41a5dc603bdd63da9532733d2e29966,"Aries (Mesha)
Symbol: Ram. Ruler: Mars. Element: Fire. Modality: Cardinal.
Attributes: Initiating, courageous, impulsive, competitive.
Additional: Masculine, East direction, Red color, Body part: Head. Guna: Rajas. Dosha: Pitta.
Odd sign. Fertility: Barren. Class: Quadruped.",p60-61,BPHS_GCS,2025-09-23T11:00:25.492454,planet_profile,,"core_self_vitality,health_risks_longevity","Identity & Personality,Physical Health","physical_appearance,self_identity_character,vitality_energy_levels","{""type"": ""planet_profile"", ""planet_name"": ""Mars"", ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": ""Aries"", ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Aries, symbolized by the Ram, is ruled by Mars and associated with fire, cardinal modality. Key attributes include initiating, courageous, impulsive, and competitive.  Additional traits are masculine, East direction, red color, ruling the head, Rajas Guna, and Pitta Dosha. It's considered an odd, barren sign and classified as quadruped. (Additional Context: Mars's placement in Aries suggests amplified energy and drive. The fire element adds passion and enthusiasm. Cardinal modality indicates leadership qualities. Being a barren sign can sometimes indicate challenges in childbirth or nurturing, but other factors in the chart must be considered.)"
ba923f856d90ec7f4b004f16cce81abccda3d058ecf39ccef370b2ead7c28398,"Aries (Mesha)
Symbol: Ram. Ruler: Mars. Element: Fire. Modality: Cardinal.
Attributes: Initiating, courageous, impulsive, competitive.
Additional: Masculine, East direction, Red color, Body part: Head. Guna: Rajas. Dosha: Pitta.
Odd sign. Fertility: Barren. Class: Quadruped.",p60-61,BPHS_GCS,2025-09-23T11:00:25.492458,dosha,,"Foundational Concepts,core_self_vitality,health_risks_longevity","Astrological Principles,Identity & Personality,Physical Health","definition,general_principle,physical_appearance,self_identity_character,vitality_energy_levels","{""type"": ""dosha"", ""name"": ""Pitta"", ""components"": [""Pitta""]}","Aries, symbolized by the Ram, is ruled by Mars and associated with fire, cardinal modality. Key attributes include initiating, courageous, impulsive, and competitive.  Additional traits are masculine, East direction, red color, ruling the head, Rajas Guna, and Pitta Dosha. It's considered an odd, barren sign and classified as a quadruped. (Additional Context: Aries individuals are known for their fiery nature and leadership qualities.  Their Mars rulership can make them assertive and prone to quick action. The Pitta dosha may contribute to a passionate and sometimes aggressive temperament.)"
