chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Dhooma is in Exaltation in Leo, Debilitation in Aquarius, and its Swakshetra (own sign) is Capricorn.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Dhooma"", ""state"": ""Exaltation"", ""sign"": ""Leo""}, {""planet_name"": ""Dhooma"", ""state"": ""Debilitation"", ""sign"": ""Aquarius""}, {""planet_name"": ""Dhooma"", ""state"": ""Swakshetra"", ""sign"": ""Capricorn""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Vyatipata is in Exaltation in Scorpio, Debilitation in Taurus, and its Swakshetra (own sign) is Gemini.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Vyatipata"", ""state"": ""Exaltation"", ""sign"": ""Scorpio""}, {""planet_name"": ""Vyatipata"", ""state"": ""Debilitation"", ""sign"": ""Taurus""}, {""planet_name"": ""Vyatipata"", ""state"": ""Swakshetra"", ""sign"": ""Gemini""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Parivesha is in Exaltation in Gemini, Debilitation in Sagittarius, and its Swakshetra (own sign) is Sagittarius.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Parivesha"", ""state"": ""Exaltation"", ""sign"": ""Gemini""}, {""planet_name"": ""Parivesha"", ""state"": ""Debilitation"", ""sign"": ""Sagittarius""}, {""planet_name"": ""Parivesha"", ""state"": ""Swakshetra"", ""sign"": ""Sagittarius""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Indrachapa is in Exaltation in Sagittarius, Debilitation in Gemini, and its Swakshetra (own sign) is Cancer.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Indrachapa"", ""state"": ""Exaltation"", ""sign"": ""Sagittarius""}, {""planet_name"": ""Indrachapa"", ""state"": ""Debilitation"", ""sign"": ""Gemini""}, {""planet_name"": ""Indrachapa"", ""state"": ""Swakshetra"", ""sign"": ""Cancer""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Upaketu is in Exaltation in Aquarius, Debilitation in Leo, and its Swakshetra (own sign) is Cancer.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Upaketu"", ""state"": ""Exaltation"", ""sign"": ""Aquarius""}, {""planet_name"": ""Upaketu"", ""state"": ""Debilitation"", ""sign"": ""Leo""}, {""planet_name"": ""Upaketu"", ""state"": ""Swakshetra"", ""sign"": ""Cancer""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Gulika, son of Saturn, has Aquarius as own house. Saturn has given his Moolatrikona to his son Gulika.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Gulika"", ""state"": ""Swakshetra"", ""sign"": ""Aquarius""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Jupiter's son, Yamaghantaka, has Sagittarius as its own house.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Yamaghantaka"", ""state"": ""Swakshetra"", ""sign"": ""Sagittarius""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Ardhaprahara, Mercury's son, is in own sign if in Gemini.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Ardhaprahara"", ""state"": ""Swakshetra"", ""sign"": ""Gemini""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Kala, son of the Sun, has Capricorn as its own house, a sign of his brother Saturn.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Kala"", ""state"": ""Swakshetra"", ""sign"": ""Capricorn""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Mrityu, son of Mars has Scorpio as own house.","BPHS1, Chapter 1 - PLANETARY CHARACTERS AND DESCRIPTION (Part 5)",planet_profile,,"[{""planet_name"": ""Mrityu"", ""state"": ""Swakshetra"", ""sign"": ""Scorpio""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
