chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Should the 10th lord be in the 5th while Mercury is in an angle, the Sun with strength is in Leo, Sarada Yoga is formed. One born in either kind of yoga will obtain wealth, spouse and sons, be happy, scholarly, dear to king, pious and virtuous.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Sarada Yoga (Type 1),"[{""type"": ""lordship"", ""lord_of_house"": 10, ""placed_in_house"": 5}, {""type"": ""placement"", ""planet_name"": ""Mercury"", ""house"": [1, 4, 7, 10]}, {""type"": ""placement"", ""planet_name"": ""Sun"", ""sign"": ""Leo""}]","['career_public_life', 'family_lineage', 'health_risks_longevity', 'learning_education_creativity', 'relationships', 'travel_dharma_spirituality', 'yogas']","['Children & Descendants', 'Dharma & Spiritual Path', 'Mental & Emotional Health', 'Prominence & Governance', 'Romantic & Marriage', 'Skills & Creativity', 'Strength & Success Yogas']","['dhana_yogas', 'marriage_spouse', 'child_success', 'emotional_resilience', 'intellectual_skills', 'public_image_reputation', 'spiritual_growth']"
"This will again obtain if Jupiter or Mercury is in a trine to the Moon, while Mars is in the 11th. One born in either kind of yoga will obtain wealth, spouse and sons, be happy, scholarly, dear to king, pious and virtuous.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Sarada Yoga (Type 2),"[{""type"": ""unstructured"", ""text"": ""Jupiter or Mercury is in a trine to the Moon.""}, {""type"": ""placement"", ""planet_name"": ""Mars"", ""house"": 11}]","['career_public_life', 'family_lineage', 'health_risks_longevity', 'learning_education_creativity', 'relationships', 'travel_dharma_spirituality', 'yogas']","['Children & Descendants', 'Dharma & Spiritual Path', 'Mental & Emotional Health', 'Prominence & Governance', 'Romantic & Marriage', 'Skills & Creativity', 'Strength & Success Yogas']","['dhana_yogas', 'marriage_spouse', 'child_success', 'emotional_resilience', 'intellectual_skills', 'public_image_reputation', 'spiritual_growth']"
"Benefics in the 9th and the ascendant, mixed planets in the 5th and malefics in the 4th and 8th-this array of planets at birth will produce Matsya yoga. In effect, the native will be an astrologer, be a synonym of kindness, be virtuous, strong, beautiful, famous, learned and pious.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Matsya Yoga,"[{""type"": ""unstructured"", ""text"": ""Benefic planets are in the 9th house and the ascendant (1st house).""}, {""type"": ""unstructured"", ""text"": ""Mixed planets (benefics and malefics) are in the 5th house.""}, {""type"": ""unstructured"", ""text"": ""Malefic planets are in the 4th and 8th houses.""}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'learning_education_creativity', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Identity & Personality', 'Physical Health', 'Profession & Field', 'Prominence & Governance', 'Skills & Creativity']","['spiritual_occult_professions', 'spiritual_growth', 'vitality_energy_levels', 'physical_appearance', 'public_image_reputation', 'intellectual_skills']"
"If the 5th, 6th and the 7th are occupied by benefic planets identical with own house or exaltation or friendly sign while malefics are in the 3rd, 11th and the ascendant in own house or in exaltation, Koorma yoga is formed. The results of Koorma yoga are: the native will be king, be courageous, virtuous, famous, helpful, happy and be leader of men.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Koorma Yoga,"[{""type"": ""unstructured"", ""text"": ""Benefic planets occupy the 5th, 6th, and 7th houses, each being in its own house, exaltation sign, or a friendly sign.""}, {""type"": ""unstructured"", ""text"": ""Malefic planets occupy the 3rd, 11th, and 1st houses, each being in its own house or exaltation sign.""}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Mental & Emotional Health', 'Prominence & Governance', 'Purpose & Direction']","['authority_leadership', 'politics_public_service', 'resilience_adaptability', 'spiritual_growth', 'public_image_reputation', 'emotional_resilience']"
"Should there be an exchange of signs between the lords of the 2nd and the 9th as the ascendant lord is in an angle or in a trine Khadga yoga is obtainable. One with Khadga yoga will be endowed with wealth, fortunes and happiness, be learned in sastras, be intelligent, mighty, grateful and skilful.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Khadga Yoga,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 9}, {""type"": ""lordship"", ""lord_of_house"": 9, ""placed_in_house"": 2}, {""type"": ""lordship"", ""lord_of_house"": 1, ""placed_in_house"": [1, 4, 5, 7, 9, 10]}]","['health_risks_longevity', 'learning_education_creativity', 'travel_dharma_spirituality', 'wealth_assets_resources', 'yogas']","['Dharma & Spiritual Path', 'Financial Dynamics', 'Mental & Emotional Health', 'Physical Health', 'Skills & Creativity', 'Strength & Success Yogas']","['dhana_yogas', 'wealth_stability', 'emotional_resilience', 'spiritual_learning', 'intellectual_skills', 'vitality_energy_levels']"
"If the 9th lord is in an angle identical with his Moolatrikona sign or own sign or exaltation sign while the ascendant lord is endowed with strength, Lakshmi yoga occurs. The native with this yoga will be charming, virtuous, kingly in status, endowed with many sons and abundant wealth, be famous and be of high moral merits.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Lakshmi Yoga,"[{""type"": ""unstructured"", ""text"": ""The 9th lord is in an angle (house 1, 4, 7, or 10) and the sign of that house is the planet's Moolatrikona, own, or exaltation sign.""}, {""type"": ""unstructured"", ""text"": ""The ascendant lord is endowed with strength.""}]","['career_public_life', 'core_self_vitality', 'family_lineage', 'travel_dharma_spirituality', 'yogas']","['Children & Descendants', 'Dharma & Spiritual Path', 'Identity & Personality', 'Prominence & Governance', 'Strength & Success Yogas']","['confidence_charisma', 'spiritual_growth', 'authority_leadership', 'child_success', 'dhana_yogas', 'public_image_reputation']"
"Venus in an angle, the Moon in a trine along with a benefic and Saturn in the 10th-these planets thus cause Kusuma yoga for one born in a fixed sign ascending. Such a native will be a king or equal to him, be charitable, will enjoy pleasures, be happy, prime among his race men, virtuous and red-lettered.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Kusuma Yoga,"[{""type"": ""sign_trait"", ""house"": 1, ""modality"": ""fixed"", ""sign"": [""Taurus"", ""Leo"", ""Scorpio"", ""Aquarius""]}, {""type"": ""placement"", ""planet_name"": ""Venus"", ""house"": [1, 4, 7, 10]}, {""type"": ""unstructured"", ""text"": ""The Moon is in a trine (house 1, 5, or 9) and is conjunct a benefic planet.""}, {""type"": ""placement"", ""planet_name"": ""Saturn"", ""house"": 10}]","['career_public_life', 'health_risks_longevity', 'home_property_vehicles', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Mental & Emotional Health', 'Prominence & Governance', 'Vehicles & Movables']","['authority_leadership', 'public_image_reputation', 'charitable_service', 'luxury_possessions', 'emotional_resilience', 'spiritual_growth']"
"Should Jupiter be in the 2nd or the 5th and be aspected by Mercury and Venus, Kalanidhi yoga is caused. In effect, the native will be virtuous, honoured by the kings, bereft of diseases, be happy, wealthy and learned.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Kalanidhi Yoga,"[{""type"": ""placement"", ""planet_name"": ""Jupiter"", ""house"": [2, 5]}, {""type"": ""unstructured"", ""text"": ""Jupiter is aspected by Mercury and Venus.""}]","['career_public_life', 'health_risks_longevity', 'learning_education_creativity', 'travel_dharma_spirituality', 'yogas']","['Dharma & Spiritual Path', 'Mental & Emotional Health', 'Physical Health', 'Prominence & Governance', 'Skills & Creativity', 'Strength & Success Yogas']","['spiritual_growth', 'public_image_reputation', 'general_health', 'emotional_resilience', 'dhana_yogas', 'intellectual_skills']"
"Note the following four planets: (a) the ascendant lord, (b) the dispositor of the ascendant lord, (c) the dispositor of the planet at (b), (d) the Navamsa dispositor of the planet at (c). If all these are disposed in angles and trines from the ascendant, or be exalted, Kalpadruma yoga exists. One with this yoga will be endowed with all kinds of wealth, be a king, pious, strong, fond of war and merciful.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Kalpadruma Yoga,"[{""type"": ""unstructured"", ""text"": ""A chain of four planets (ascendant lord; its dispositor; the dispositor of that dispositor; and the Navamsa dispositor of the third planet) are all either placed in an angle or trine from the ascendant, or are exalted.""}]","['career_public_life', 'health_risks_longevity', 'travel_dharma_spirituality', 'wealth_assets_resources', 'yogas']","['Dharma & Spiritual Path', 'Financial Dynamics', 'Physical Health', 'Prominence & Governance', 'Strength & Success Yogas']","['dhana_yogas', 'wealth_stability', 'authority_leadership', 'spiritual_growth', 'vitality_energy_levels', 'military_defense_security']"
"Counted from the 2nd lord if benefics occupy the 2nd, 12th and 8th, Hari yoga is formed. One born in anyone of the said three yogas will be happy, learned and endowed with wealth and sons.","BPHS1, Chapter 36 - MANY OTHER YOGAS (Part 3)",yoga,Hari Yoga,"[{""type"": ""unstructured"", ""text"": ""Benefic planets occupy the 2nd, 12th, and 8th houses when counted from the sign containing the 2nd house lord.""}]","['family_lineage', 'health_risks_longevity', 'learning_education_creativity', 'yogas']","['Children & Descendants', 'Mental & Emotional Health', 'Skills & Creativity', 'Strength & Success Yogas']","['emotional_resilience', 'intellectual_skills', 'dhana_yogas', 'child_success']"
