chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If the 7th lord is in the 5th, native will be honourable, endowed with all (i.e. seven principal) virtues, always delighted and endowed with all kinds of wealth. Notes : I have observed two salient features in the 7th lord's getting into the 5th house. These are : (l) Delay and disappointment in married life. The conjugal life seldom proves happy. (2) Severe affliction to progenic indications. Either there will be unhappiness on account of children or loss of children. The effects mentioned by the sage, viz. virtues, wealth, honour and (general) happiness will also come to pass. The happiness about marriage and progeny will visibly be absent. This will further give rise to the native's association with great people. He will be endowed with boosted spirits.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 5}]","['career_public_life', 'core_self_vitality', 'family_lineage', 'relationships', 'yogas']","['Children & Descendants', 'Identity & Personality', 'Prominence & Governance', 'Romantic & Marriage', 'Social & Family Relations', 'Strength & Success Yogas']","['self_identity_character', 'dhana_yogas', 'public_image_reputation', 'friendships_social_circle', 'marriage_spouse', 'love_relationships', 'childbearing_potential', 'children_relations']"
"If the 7th lord is in the 6th, the native will beget a sickly wife, be inimical to her, given to anger and devoid of happiness. Notes : The 7th lord in the 6th will reduce the general happiness of the native apart from severely inflicting his conjugal bliss. His own health will be poor while his wife will be weak in constitution. She will equally have adverse health conditions The native will coaleasce with harlots.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 6}]","['health_risks_longevity', 'relationships']","['Mental & Emotional Health', 'Physical Health', 'Public Interaction', 'Romantic & Marriage']","['marriage_spouse', 'disputes_conflicts', 'general_health', 'emotional_resilience', 'love_relationships']"
"If the 7th lord is in the 7th, the native will be endowed with happiness through wife, be courageous, skilful and intelligent but only afflicted by windy diseases. Notes : By using the word ""only"", the sage hints that the only possible defect in the 7th lord's placement in the 7th itself will be troubles from windy diseases (like rheumatism, artheritis etc.). One undesirable quality will, however, be found in the native, contrary to no adverse indication in the text, and that is his addiction to other females.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 7}]","['core_self_vitality', 'health_risks_longevity', 'learning_education_creativity', 'relationships']","['Identity & Personality', 'Physical Health', 'Romantic & Marriage', 'Skills & Creativity']","['marriage_spouse', 'self_identity_character', 'intellectual_skills', 'chronic_diseases', 'love_relationships']"
An exception to the trait of addiction to other females (when the 7th lord is in the 7th) is when Venus occupies the 7th house in either Taurus or Libra.,"BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",placement,,"[{""planet_name"": ""Venus"", ""house"": 7, ""sign"": ""Taurus""}, {""planet_name"": ""Venus"", ""house"": 7, ""sign"": ""Libra""}]",['relationships'],['Romantic & Marriage'],"['love_relationships', 'marriage_spouse']"
"If the 7th lord is in the 8th, the native will be deprived of marital happiness. His wife will be troubled by diseases, be devoid of good disposition and will not obey the native. Notes : As the 7th lord goes to the 8th house, the native's spouse will be liable to incur afflictions to her longevity. However, marriage may bring some pecuniary gains for the native.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 8}]","['health_risks_longevity', 'relationships', 'wealth_assets_resources']","['Income & Earnings', 'Longevity & Risks', 'Physical Health', 'Romantic & Marriage']","['marriage_spouse', 'general_health', 'lifespan_overview', 'income_secondary_sources']"
"If the 7th lord is in the 9th, the native will have union with many women, be well-disposed to his own wife and will have many undertakings (or assignments).","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 9}]","['career_public_life', 'relationships']","['Career Dynamics', 'Romantic & Marriage']","['love_relationships', 'marriage_spouse', 'career_mobility_changes']"
"If the 7th lord is in the 10th, the native will beget a disobedient wife, will be religious and endowed with wealth, sons etc.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 10}]","['family_lineage', 'relationships', 'travel_dharma_spirituality', 'yogas']","['Children & Descendants', 'Dharma & Spiritual Path', 'Romantic & Marriage', 'Strength & Success Yogas']","['marriage_spouse', 'religious_alignment', 'dhana_yogas', 'childbearing_potential']"
"If the 7th lord is in the 11th, the native will gain wealth through his wife, be endowed with less happiness from sons etc. and will have daughters. Notes : If the 7th lord is in the 11th house, there is a possibility of the native losing his children to his grief. He will obtain (more) daughters. His own sons will be hostile to him and will cause him no happiness. Living son also seems to be very remote a probability.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 11}]","['family_lineage', 'relationships', 'wealth_assets_resources']","['Children & Descendants', 'Income & Earnings', 'Social & Family Relations']","['income_secondary_sources', 'childbearing_potential', 'children_relations', 'other_children_descendants']"
"If the 7th lord is in the 12th, the native will incur penury, be a miser and his livelihood will be related to clothes. His wife will be a spendthrift.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 7, ""placed_in_house"": 12}]","['career_public_life', 'core_self_vitality', 'home_property_vehicles', 'relationships']","['Identity & Personality', 'Profession & Field', 'Residence & Property', 'Romantic & Marriage']","['debts_liabilities', 'self_identity_character', 'other_profession_type', 'marriage_spouse']"
"If the 8th lord is in the ascendant, the native will be devoid of physical felicity and will suffer from wounds. He will be hostile to gods and brahmins (or religious people).","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 6)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 1}]","['health_risks_longevity', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Physical Health']","['general_health', 'accidents_injuries', 'religious_alignment']"
