chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"O Brahmin, now I tell you about Upa pada, the auspiciousness of which will confer on the native happiness from progeny, wife etc. The pada of Lagna (i.e. Arudha Lagna) explained earlier is (of course) of prime importance. Upa pada is calculated for the bhava following the natal ascendant. This Upa Pada is also called Gaunapada.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",special_point,,"[{""point_name"": ""Upapada Lagna""}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Romantic & Marriage', 'Social & Family Relations']","['definition', 'marriage_spouse', 'children_relations']"
"if Upa Pada is conjunct or aspected by a benefic planet, one will obtain full happiness from progeny and spouse.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""special_point"": {""point_name"": ""Upapada Lagna""}, ""conjunction"": {""planet_nature"": ""benefic""}}, {""special_point"": {""point_name"": ""Upapada Lagna""}, ""aspect"": {""planet_nature"": ""benefic""}}]","['home_property_vehicles', 'relationships']","['Domestic Environment', 'Romantic & Marriage', 'Social & Family Relations']","['marriage_spouse', 'children_relations', 'domestic_harmony']"
"Should the Upa pada be in a malefic's sign or is aspected by or is conjunct with a malefic, one will become an ascetic and go without a wife.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""special_point"": {""point_name"": ""Upapada Lagna""}, ""sign_trait"": {""ruler_nature"": ""malefic""}}, {""special_point"": {""point_name"": ""Upapada Lagna""}, ""aspect"": {""planet_nature"": ""malefic""}}, {""special_point"": {""point_name"": ""Upapada Lagna""}, ""conjunction"": {""planet_nature"": ""malefic""}}]","['relationships', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Romantic & Marriage']","['marriage_spouse', 'spiritual_growth', 'other_romantic_marriage']"
"If (in the said circumstances) there be a benefic aspect (on upa pada or the related malefic), or conjunction, deprival of spouse will not come to pass.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""condition"": ""Upa Pada afflicted by malefic"", ""aspect"": {""planet_nature"": ""benefic""}}, {""condition"": ""Upa Pada afflicted by malefic"", ""conjunction"": {""planet_nature"": ""benefic""}}]",['relationships'],['Romantic & Marriage'],"['marriage_spouse', 'other_romantic_marriage']"
"In this case, the Sun if exalted or in a friendly sign, is not a malefic. He is a malefic if in debilitation or in an enemy's sign.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",planet_profile,,"[{""planet_name"": ""Sun"", ""state"": ""exalted"", ""nature"": ""not_malefic""}, {""planet_name"": ""Sun"", ""sign_relationship"": ""friendly"", ""nature"": ""not_malefic""}, {""planet_name"": ""Sun"", ""state"": ""debilitated"", ""nature"": ""malefic""}, {""planet_name"": ""Sun"", ""sign_relationship"": ""enemy"", ""nature"": ""malefic""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'general_principle']"
"If the 2nd from Upa pada is a benefic sign or is aspected by or conjunct with a benefic, the same good results (as for wife and sons) will come to pass.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""house_profile"": {""house"": 2}, ""sign_trait"": {""ruler_nature"": ""benefic""}}, {""house_profile"": {""house"": 2}, ""aspected_by_planet_nature"": ""benefic""}, {""house_profile"": {""house"": 2}, ""planet_in_house_nature"": ""benefic""}]","['home_property_vehicles', 'relationships']","['Domestic Environment', 'Romantic & Marriage', 'Social & Family Relations']","['marriage_spouse', 'children_relations', 'domestic_harmony']"
"If there be a planet in the 2nd from Upa pada in debilitation sign/Amsa or be conjunct with a debilitated/malefic planet, there will be destruction of wife.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""placement"": {""house"": 2, ""state"": ""debilitated""}}, {""varga"": {""varga"": ""Navamsa"", ""state"": ""debilitated""}, ""placement"": {""house"": 2}}, {""conjunction"": {""house"": 2, ""planet_states"": [""any"", ""debilitated""]}}, {""conjunction"": {""house"": 2, ""planet_natures"": [""any"", ""malefic""]}}]","['health_risks_longevity', 'relationships']","['Longevity & Risks', 'Romantic & Marriage']","['marriage_spouse', 'longevity_risks', 'sudden_endings']"
"If the said occupant be in exaltation sign/Navamsa or be aspected by another planet, there will be many charming and virtuous wives.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""placement"": {""house"": 2, ""state"": ""exalted""}}, {""varga"": {""varga"": ""Navamsa"", ""state"": ""exalted""}, ""placement"": {""house"": 2}}, {""placement"": {""house"": 2}, ""aspect"": {""source_planet"": ""any""}}]",['relationships'],['Romantic & Marriage'],"['marriage_spouse', 'other_romantic_marriage']"
"O Brahmin, if Gemini happens to be the 2nd from Upa pada, then also there will be many wives.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",placement,,"[{""house"": 2, ""sign"": ""Gemini""}]",['relationships'],['Romantic & Marriage'],"['marriage_spouse', 'other_romantic_marriage']"
"O excellent of the Brahmins, if the Uparudha or the 2nd therefrom be occupied by its own lord or if the said lord is in his other own house, the death of wife will be at an advanced age.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""lordship"": {""lord_of_house"": 1, ""placed_in_house"": 1}}, {""lordship"": {""lord_of_house"": 2, ""placed_in_house"": 2}}, {""lordship"": {""lord_of_house"": 2, ""placed_in_other_own_house"": true}}]","['health_risks_longevity', 'relationships']","['Longevity & Risks', 'Romantic & Marriage']","['marriage_spouse', 'lifespan_overview']"
"If a planet being constant indicator of wife (i.e. 7th lord or Venus) is in own house, there will be loss of wife only at a later stage.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""lordship"": {""lord_of_house"": 7, ""placed_in_own_house"": true}}, {""placement"": {""planet_name"": ""Venus"", ""placed_in_own_house"": true}}]","['health_risks_longevity', 'relationships']","['Longevity & Risks', 'Romantic & Marriage']","['marriage_spouse', 'lifespan_overview']"
"If the lord of Upapada or the constant significator of wife is in exaltation, the wife will be from a noble family; reverse will be the case, if he is debilitated.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",prose,,"[{""lordship"": {""lord_of_house"": 1, ""state"": ""exalted""}}, {""placement"": {""planet_name"": ""Venus"", ""state"": ""exalted""}}, {""lordship"": {""lord_of_house"": 1, ""state"": ""debilitated""}}, {""placement"": {""planet_name"": ""Venus"", ""state"": ""debilitated""}}]","['family_lineage', 'relationships']","['Parents & Ancestors', 'Romantic & Marriage', 'Social & Family Relations']","['marriage_spouse', 'family_reputation', 'inlaws_extended_family']"
"O Brahmin, if the 2nd from Upapada is related to a benefic, the wife will be beautiful, fortunate and virtuous.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",house_profile,,"[{""house"": 2, ""state"": ""related_to_benefic""}]","['core_self_vitality', 'relationships']","['Identity & Personality', 'Romantic & Marriage']","['marriage_spouse', 'physical_appearance']"
"Should Saturn and Rahu be in the 2nd from Upa pada, the native will lose his wife on account of calumny or through death.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",conjunction,,"[{""planet_names"": [""Saturn"", ""Rahu""], ""house"": 2}]","['career_public_life', 'health_risks_longevity', 'relationships']","['Longevity & Risks', 'Prominence & Governance', 'Public Interaction', 'Romantic & Marriage']","['marriage_spouse', 'sudden_endings', 'disputes_conflicts', 'public_image_reputation']"
"The native's wife will be troubled by disorder of blood, leucorrhoea etc. if Venus and Ketu are in the 2nd from Upapada.","BPHS1, Chapter 30 - UPA PADAS (Part 1)",conjunction,,"[{""planet_names"": [""Venus"", ""Ketu""], ""house"": 2}]","['health_risks_longevity', 'relationships']","['Physical Health', 'Romantic & Marriage']","['marriage_spouse', 'general_health', 'chronic_diseases']"
