chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"When the 16 divisions (Shodasa Varga Scheme) are considered together, the Vimsopaka score goes thus: Hora 1, Trimsamsa 1, decanate 1, Shodasamsa 2, Navamsa 3, Rasi 3.5, Shashtiamsa 4, and the rest of the nine divisions each a half.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",vimsopaka,,"[{""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Hora"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Trimsamsa"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Drekkana"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Shodasamsa"", ""score"": 2.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Navamsa"", ""score"": 3.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Rasi"", ""score"": 3.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Shashtyamsa"", ""score"": 4.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Other 9 Vargas"", ""score"": 0.5}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"The Vimsopaka strength remains as 20 (in the above computations) only when the planet is in own house Vargas. Otherwise the total strength from 20 declines to 18 in extreme friend's Varga, to 15 in friendly Vargas, to 10 in equal's divisions, to 7 in enemy's Vargas and to 5 in sworn enemy's Vargas. (These figures are called Varga Viswa.)","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",vimsopaka,,"[{""condition"": ""Planet in own Varga"", ""score"": 20}, {""condition"": ""Planet in extreme friend's Varga"", ""score"": 18}, {""condition"": ""Planet in friendly Varga"", ""score"": 15}, {""condition"": ""Planet in neutral's Varga"", ""score"": 10}, {""condition"": ""Planet in enemy's Varga"", ""score"": 7}, {""condition"": ""Planet in sworn enemy's Varga"", ""score"": 5}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"VIMSOPAKA PROPORTIONALE VALUATION: Multiply the figure due to full strength for the division by the Varga Viswa and divide by 20 to get the exact strength of the planet. If the such total is below 5 the planet will not be capable of giving auspicious results. If it is above 5 but below 10, the planet will yield some good effects. Later on upto 15 it is indicative of mediocre effect. A planet with above 15 will yield wholly favourable effects.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",vimsopaka,,"[{""condition"": ""Total Vimsopaka score is below 5"", ""result"": ""Not capable of giving auspicious results""}, {""condition"": ""Total Vimsopaka score is above 5 and below 10"", ""result"": ""Yields some good effects""}, {""condition"": ""Total Vimsopaka score is between 10 and 15"", ""result"": ""Mediocre effect""}, {""condition"": ""Total Vimsopaka score is above 15"", ""result"": ""Wholly favourable effects""}]",['Foundational Concepts'],['Astrological Principles'],['general_principle']
"Vimsopaka or 20 point strength is calculated for Shad Varga, Saptha Varga, Dasa Varga or Shodasa Varga. By being in own Varga a planet gets full points of strength allotted to it in the concerned scheme. These are tabulated below:
Varga Shad Varga Saptha Varga Dasa Varga Shodasa Varga
Rasi 6 5.0 3.0 3.5
Hora 2 2.0 1.5 1.0
Drekkana 4 3.0 1.5 1.0
Navamsa 5 2.5 1.5 3.0
Dvadasamsa 2 4.5 1.5 0.5
Trimsamsa 1 2.0 1.5 1.0
Saptamsa - 1.5 1.0 0.5
Dasamsa - - 1.5 0.5
Kalamsa - - 1.5 2.0
Shastiamsa - - 5.0 4.0
Vimsamsa - - - 0.5
Chatur Vimsamsa - - - 0.5
Bhamsa - - - 0.5
Truryamsa - - - 0.5
Khavedamsa - - - 0.5
Akshavedamsa - - - 0.5","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",vimsopaka,,"[{""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Rasi"", ""score"": 6.0}, {""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Hora"", ""score"": 2.0}, {""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Drekkana"", ""score"": 4.0}, {""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Navamsa"", ""score"": 5.0}, {""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Dvadasamsa"", ""score"": 2.0}, {""condition"": ""Shad Varga Scheme"", ""varga_name"": ""Trimsamsa"", ""score"": 1.0}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Rasi"", ""score"": 5.0}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Hora"", ""score"": 2.0}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Drekkana"", ""score"": 3.0}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Navamsa"", ""score"": 2.5}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Dvadasamsa"", ""score"": 4.5}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Trimsamsa"", ""score"": 2.0}, {""condition"": ""Saptha Varga Scheme"", ""varga_name"": ""Saptamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Rasi"", ""score"": 3.0}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Hora"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Drekkana"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Navamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Dvadasamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Trimsamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Saptamsa"", ""score"": 1.0}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Dasamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Kalamsa"", ""score"": 1.5}, {""condition"": ""Dasa Varga Scheme"", ""varga_name"": ""Shashtyamsa"", ""score"": 5.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Rasi"", ""score"": 3.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Hora"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Drekkana"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Navamsa"", ""score"": 3.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Dvadasamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Trimsamsa"", ""score"": 1.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Saptamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Dasamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Shodasamsa"", ""score"": 2.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Shashtyamsa"", ""score"": 4.0}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Vimsamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Siddhamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Bhamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Truryamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Khavedamsa"", ""score"": 0.5}, {""condition"": ""Shodasa Varga Scheme"", ""varga_name"": ""Akshavedamsa"", ""score"": 0.5}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"The figure against each individual division is called 'Swaviswa'. For example, in Rasi Division under Shodasa Varga, you find 3.5 which is the Swaviswa. Varga Viswa is the total strength as shown for the various dignities like placement in own house, extreme friend's house etc.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",prose,,,['Foundational Concepts'],['Astrological Principles'],['definition']
"If a planet is continuously in own Vargas in the whole of Shad Varga scheme or any other, it gets all the 20 points or full of Vimsopaka strength.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",vimsopaka,,"[{""score"": 20, ""condition"": ""Planet is in its own varga in all divisions of a given varga scheme.""}]",['Foundational Concepts'],['Astrological Principles'],['general_principle']
"OTHER SOURCES OF STRENGTH: Maitreya, there are other kinds of sources as I explain below. A planet in the 7th from the Sun will be fully effective.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",unstructured,,,"['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Physical Health']","['general_principle', 'vitality_energy_levels']"
One with identical longitude in comparison to the Sun's will destroy the good effects. Rule of three process be applied to the planet in between these positions.,"BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",avastha,,"[{""planet_name"": ""Any"", ""state"": ""Destroys good effects"", ""condition"": ""Planet has identical longitude as the Sun (exact combustion).""}]","['Foundational Concepts', 'doshas']","['Astrological Principles', 'Malefic Influences']","['general_principle', 'other_malefic_influences']"
"Degrees of combustion:
Combustion in direct motion / Combustion in retrograde motion
Moon 12°
Mars 17°
Mercury 14° / 12°
Jupiter 11° / 11°
Venus 10° / 8°
Saturn 15° / 15°","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",avastha,,"[{""planet_name"": ""Moon"", ""state"": ""Combust"", ""condition"": ""Within 12 degrees of the Sun.""}, {""planet_name"": ""Mars"", ""state"": ""Combust"", ""condition"": ""Within 17 degrees of the Sun.""}, {""planet_name"": ""Mercury"", ""state"": ""Combust"", ""condition"": ""Within 14 degrees of the Sun (direct motion).""}, {""planet_name"": ""Mercury"", ""state"": ""Combust"", ""condition"": ""Within 12 degrees of the Sun (retrograde motion).""}, {""planet_name"": ""Jupiter"", ""state"": ""Combust"", ""condition"": ""Within 11 degrees of the Sun.""}, {""planet_name"": ""Venus"", ""state"": ""Combust"", ""condition"": ""Within 10 degrees of the Sun (direct motion).""}, {""planet_name"": ""Venus"", ""state"": ""Combust"", ""condition"": ""Within 8 degrees of the Sun (retrograde motion).""}, {""planet_name"": ""Saturn"", ""state"": ""Combust"", ""condition"": ""Within 15 degrees of the Sun.""}]","['Foundational Concepts', 'doshas']","['Astrological Principles', 'Malefic Influences']","['definition', 'other_malefic_influences']"
"Rahu and Ketu should not be treated as combust although they may be longitudinally close to the Sun. For they are only mathematical points. On the contrary, they eclipse or obstruct the Sun.","BPHS1, Chapter 5 - DIYISIONAL CONSIDERATION (Part 2)",planet_profile,,"[{""planet_name"": ""Rahu"", ""state"": ""Cannot be combust""}, {""planet_name"": ""Ketu"", ""state"": ""Cannot be combust""}]","['Foundational Concepts', 'doshas']","['Affliction Doshas', 'Astrological Principles', 'Malefic Influences']","['general_principle', 'rahu_ketu_affliction', 'grahan_dosha']"
