chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If the 4th lord is in the 2nd, the native will enjoy pleasures, all kinds of wealth, family life and honour and be adventurous. He will be cunning in disposition. Notes : The 2nd house tenanted by the 4th lord will bring abundant gains from mother and maternal relatives. The mother of the native will be able to receive great help from her brothers and sisters. The subject will join evil company and face some risks. He will build up self-earned wealth and his lust for lucre will never be subdued.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 2}]","['career_public_life', 'core_self_vitality', 'home_property_vehicles', 'relationships', 'wealth_assets_resources']","['Domestic Environment', 'Identity & Personality', 'Income & Earnings', 'Prominence & Governance', 'Social & Family Relations']","['wealth_assets_resources', 'income_primary', 'inheritance_unearned_income', 'home_property_vehicles', 'domestic_harmony', 'career_public_life', 'public_image_reputation', 'core_self_vitality', 'other_identity_personality', 'relationships', 'friendships_social_circle']"
"If the 4th lord is in the 3rd, the native will be valorous. He will have servants, be liberal, virtuous and charitable and will possess self-earned wealth. He will be free from diseases.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 3}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings', 'Physical Health', 'Profession & Field']","['core_self_vitality', 'other_identity_personality', 'wealth_assets_resources', 'income_primary', 'health_risks_longevity', 'general_health', 'career_public_life', 'service_employment']"
"If the 4th lord is in the 4th, the native will be a minister and will possess all kinds of wealth. He will be skilful, virtuous, honourable, learned, happy and be well disposed to his spouse.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 4}]","['career_public_life', 'core_self_vitality', 'home_property_vehicles', 'learning_education_creativity', 'relationships', 'wealth_assets_resources']","['Identity & Personality', 'Prominence & Governance', 'Romantic & Marriage', 'Skills & Creativity', 'Vehicles & Movables']","['career_public_life', 'politics_public_service', 'public_image_reputation', 'wealth_assets_resources', 'movable_assets', 'learning_education_creativity', 'intellectual_skills', 'core_self_vitality', 'other_identity_personality', 'relationships', 'marriage_spouse']"
"If the 4th lord is in the 5th, the native will be happy and be liked by all. He will be devoted to Sri Vishnu, be virtuous, honourable and will have self-earned wealth.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 5}]","['career_public_life', 'core_self_vitality', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Dharma & Spiritual Path', 'Identity & Personality', 'Income & Earnings', 'Prominence & Governance', 'Public Interaction']","['core_self_vitality', 'other_identity_personality', 'relationships', 'social_influence_presence', 'travel_dharma_spirituality', 'religious_alignment', 'career_public_life', 'public_image_reputation', 'wealth_assets_resources', 'income_primary']"
"If the 4th lord is in the 6th, the native will be devoid of maternal happiness, be given to anger, be a thief and a conjuror (or magician), be independent in action and be ill-disposed. Notes : The native will be brought up by another female in the place of his mother. He will be careless about his own matters. He will have litigations on account of properties. His mother will be sickly in constitution and be a source of worry to the family members. He will not be well disposed toward his mother. These are additional effects for the 6th house placement of the 4th lord in a nativity.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 6}]","['core_self_vitality', 'family_lineage', 'home_property_vehicles', 'relationships', 'wealth_assets_resources']","['Identity & Personality', 'Parents & Ancestors', 'Residence & Property', 'Social & Family Relations']","['family_lineage', 'mother_status_influence', 'core_self_vitality', 'other_identity_personality', 'relationships', 'parental_relations', 'wealth_assets_resources', 'debts_liabilities']"
"If the 4th lord is in the 7th, the native will be endowed with a high degree of education, will sacrifice his patrimony and be akin to the dumb in an assembly. Notes : When the 4th lord occupies the 7th house, the person concerned will not enjoy paternal properties. He may either lose or sacrifice the same. He will not be a householder for a long time and will give up his family burdens sooner or later as a husband and as a father. Though he will achieve a great degree of education, he will be unable to express himself before a group of men.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 7}]","['home_property_vehicles', 'learning_education_creativity', 'wealth_assets_resources']","['Domestic Environment', 'Formal Education', 'Income & Earnings', 'Skills & Creativity']","['learning_education_creativity', 'higher_education', 'writing_expression', 'wealth_assets_resources', 'inheritance_unearned_income', 'home_property_vehicles', 'domestic_harmony']"
"If the 4th lord is in the 8th the native will be devoid of domestic and other comforts, will not enjoy much parental happiness and be equal to a neuter. Notes : The 4th lord's relegation to the 8th house will affect the progenic ability of the native and he will not be able to carnally satisfy his spouse. His happiness in household life will not be appreciable; some problem or the other will accost him. His education will face many an obstacle. His childhood will be with many difficulties.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 8}]","['family_lineage', 'home_property_vehicles', 'learning_education_creativity', 'relationships']","['Children & Descendants', 'Domestic Environment', 'Formal Education', 'Romantic & Marriage', 'Social & Family Relations']","['home_property_vehicles', 'domestic_harmony', 'relationships', 'parental_relations', 'intimacy_sexuality', 'family_lineage', 'childbearing_potential', 'learning_education_creativity', 'primary_education']"
"If the 4th lord is in the 9th, the native will be dear to one and all, be devoted to God, be virtuous, honourable and endowed with every kind of happiness.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 9}]","['career_public_life', 'core_self_vitality', 'relationships', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Identity & Personality', 'Prominence & Governance', 'Public Interaction']","['relationships', 'social_influence_presence', 'travel_dharma_spirituality', 'religious_alignment', 'core_self_vitality', 'other_identity_personality', 'career_public_life', 'public_image_reputation']"
"If the 4th lord is in the 10th, the native will enjoy royal honours, be an alchemist, be extremely pleased, will enjoy pleasures and will conquer his five senses. Notes : One will be professionally happy and prosperous with the 4th lord in the 10th house. He will have abundant self-made properties. He will, however, lack maternal happiness if the 4th lord in the said house is not happily placed.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 10}, {""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 10, ""condition"": ""not happily placed""}]","['career_public_life', 'core_self_vitality', 'family_lineage', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Assets & Property', 'Career Dynamics', 'Dharma & Spiritual Path', 'Identity & Personality', 'Parents & Ancestors', 'Profession & Field', 'Prominence & Governance']","['career_public_life', 'public_image_reputation', 'other_profession_type', 'income_from_profession', 'core_self_vitality', 'other_identity_personality', 'travel_dharma_spirituality', 'spiritual_growth', 'wealth_assets_resources', 'property_real_estate', 'family_lineage', 'mother_status_influence']"
"If the 4th lord is in the 11th, the native will have fear of secret diseases, be liberal, virtuous, charitable and helpful to others. Notes : Some say that the 11th house having the 4th lord will ensure freedom from diseases while our sage attributes secret diseases (like venereal affliction or any other diseases caused by physical union). Apparently the sage does not prefer the 4th lord (lord of happiness) getting relegated to the 11th (the 8th from the 4th).","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 3)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 4, ""placed_in_house"": 11}]","['core_self_vitality', 'health_risks_longevity']","['Identity & Personality', 'Physical Health']","['health_risks_longevity', 'chronic_diseases', 'core_self_vitality', 'other_identity_personality']"
