chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Should the ascendant lord be in the asecndant itself, the native will be endowed with physical happiness (i.e. good health) and prowess. He will be intelligent, fickle-minded, will have two wives and will unite with other females. Notes : The position of the ascendant lord in the asctndant itself will make the native fearless and longlived.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 1}]","['core_self_vitality', 'health_risks_longevity', 'relationships']","['Identity & Personality', 'Longevity & Risks', 'Physical Health', 'Romantic & Marriage']","['vitality_energy_levels', 'self_identity_character', 'marriage_spouse', 'love_relationships', 'lifespan_overview']"
"If the lord of the ascendant is in the 2nd, he will be gainful, scholarly, happy, endowed with good qualities, be religious, honourable and will have many wives. Notes : The native having the ascendant lord in the 2nd house will face obstacles in obtaining progeny and thus he will be left with a longing for issues. He will further become wealthy through his own efforts.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 2}]","['core_self_vitality', 'family_lineage', 'learning_education_creativity', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Children & Descendants', 'Dharma & Spiritual Path', 'Identity & Personality', 'Income & Earnings', 'Romantic & Marriage', 'Skills & Creativity']","['income_primary', 'intellectual_skills', 'self_identity_character', 'religious_alignment', 'marriage_spouse', 'childbearing_potential']"
"If the lord of the ascendant is in the 3rd, the native will equal a lion in valour, be endowed with all kinds of wealth, be honourable, will have two wives, be intelligent and happy. Notes : Should the 3rd house contain the ascendant lord, one will be equal to a king, respected by others and will indulge in unnatural methods of sexual gratification.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 3}]","['career_public_life', 'core_self_vitality', 'relationships', 'wealth_assets_resources']","['Financial Dynamics', 'Identity & Personality', 'Prominence & Governance', 'Romantic & Marriage']","['self_identity_character', 'wealth_stability', 'public_image_reputation', 'marriage_spouse', 'authority_leadership', 'intimacy_sexuality']"
"If the ascendant lord is in the 4th, the native will be endowed with paternal and maternal happiness, will have many brothers, be lustful virtuous and charming. Notes : With the ascendant lord in the 4th house, the native is of a noble descent. He will prosper by his own efforts. He will be ambitious and beautiful. prosperity will come to him easily. He will ever enjoy physical felicity.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 4}]","['core_self_vitality', 'family_lineage', 'health_risks_longevity', 'relationships', 'wealth_assets_resources']","['Financial Dynamics', 'Identity & Personality', 'Income & Earnings', 'Parents & Ancestors', 'Physical Health', 'Social & Family Relations']","['parental_relations', 'siblings_relations', 'self_identity_character', 'ancestral_heritage', 'income_primary', 'wealth_stability', 'vitality_energy_levels']"
"If the ascendant lord is in the 5th, the native will have mediocre progenic happiness, will lose his first child, be honourable, given to anger and be dear to king.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 5}]","['career_public_life', 'core_self_vitality', 'family_lineage']","['Children & Descendants', 'Identity & Personality', 'Prominence & Governance']","['childbearing_potential', 'public_image_reputation', 'self_identity_character', 'authority_leadership']"
"If the ascendant lord is in the 6th and related to a malefic the native will be devoid of physical happiness, and will be troubled by enemies if there is no benefic aspect. Notes: The ascendant lord going to the 6th house will mar the prospects of health. However, for Scorpio and Taurus ascendant, it will be a felicitous augury for freedom from diseases. The 6th house position of Lagna Lord in will give abundant wealth and respect apart from royal patronage. There is, however, a possibility of more than one marriage or losing the spouse early.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 6}]","['career_public_life', 'health_risks_longevity', 'relationships', 'wealth_assets_resources']","['Financial Dynamics', 'Physical Health', 'Prominence & Governance', 'Public Interaction', 'Romantic & Marriage']","['general_health', 'disputes_conflicts', 'wealth_stability', 'public_image_reputation', 'authority_leadership', 'marriage_spouse']"
"If the ascendant lord is a malefic and be in the 7th, the native's wife will not live (long). If the planet in question be a benefic, one will wander aimlessly, face penury and be dejected. He will alternatively become a king (if the said planet is strong).","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 7}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'home_property_vehicles', 'relationships']","['Mental & Emotional Health', 'Prominence & Governance', 'Purpose & Direction', 'Residence & Property', 'Romantic & Marriage']","['marriage_spouse', 'life_path_purpose', 'debts_liabilities', 'emotional_resilience', 'authority_leadership']"
"If the ascendant lord is in the 8th, the native will be an accomplished scholar, be sickly, thievish, be given to much anger, be a gambler and will join others' wives. Notes : The only good effect of the ascendant lord being in the 8th house is one's academic accomplishment. This position will cause Balarishta or child mortality. The native's health will be poor. He will be a repository of misfortunes. He will see many deaths in the family to his grief. His married life will be a hell. He will be a profligate and will incur ill-fame and disrepute, penury will ever be after him.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 8}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'home_property_vehicles', 'learning_education_creativity', 'relationships']","['Formal Education', 'Identity & Personality', 'Longevity & Risks', 'Physical Health', 'Prominence & Governance', 'Residence & Property', 'Romantic & Marriage']","['research_academic_success', 'general_health', 'self_identity_character', 'love_relationships', 'lifespan_overview', 'other_longevity_risks', 'marriage_spouse', 'public_image_reputation', 'debts_liabilities']"
"In case of Aries and Libra ascendant, this approach for evil results should be avoided and results declared after further scanning the radix.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 8}]",['Foundational Concepts'],['Astrological Principles'],['general_principle']
"If the ascendant lord is in the 9th, the native will be fortunate, dear to people, be a devotee of Sri Vishnu, be skilful, eloquent in speech and be endowed with wife, sons and wealth. Notes: One will gain abundantly from his father. Every undertaking of his will be fruitful. He will be well-disposed to his co-born. These are additional results of the ascendant lord occupying the 9th house.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 1)",lordship,,"[{""lord_of_house"": 1, ""placed_in_house"": 9}]","['career_public_life', 'core_self_vitality', 'family_lineage', 'learning_education_creativity', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Career Dynamics', 'Children & Descendants', 'Dharma & Spiritual Path', 'Financial Dynamics', 'Parents & Ancestors', 'Public Interaction', 'Purpose & Direction', 'Romantic & Marriage', 'Skills & Creativity', 'Social & Family Relations']","['other_purpose_direction', 'social_influence_presence', 'religious_alignment', 'intellectual_skills', 'writing_expression', 'marriage_spouse', 'child_success', 'wealth_stability', 'father_status_influence', 'career_stability_longevity', 'siblings_relations']"
