chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If Dhuma is in the ascendant, the native will be valiant, endowed with beautiful eyes, stupelied in disposition, unkind, wicked and highly short-tempered.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 1}]",['core_self_vitality'],['Identity & Personality'],"['self_identity_character', 'physical_appearance']"
"If Dhuma is in the 2nd, the native will be sickly, wealthy, devoid of a limb, will incur humiliation at royal level, be dullwitted and be a eunuch.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 2}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'learning_education_creativity', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings', 'Physical Health', 'Prominence & Governance', 'Skills & Creativity']","['general_health', 'income_primary', 'physical_appearance', 'public_image_reputation', 'intellectual_skills']"
"If Dhuma is in the 3rd, the native will be intelligent, very bold, delighted, eloquent, and be endowed with men and wealth.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 3}]","['core_self_vitality', 'learning_education_creativity', 'relationships', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings', 'Skills & Creativity', 'Social & Family Relations']","['intellectual_skills', 'self_identity_character', 'writing_expression', 'income_primary', 'friendships_social_circle']"
"If Dhuma is in the 4th, the native will be grieved on account of being given up by his female but will be learned in all sastras.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 4}]","['health_risks_longevity', 'learning_education_creativity', 'relationships', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Formal Education', 'Mental & Emotional Health', 'Romantic & Marriage']","['love_relationships', 'stress_anxiety', 'spiritual_learning', 'higher_education']"
"If Dhuma is in the 5th, the native will have limited progeny, be deviod of wealth, be great, will eat anything and be bereft of friends and Mantras.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 5}]","['career_public_life', 'family_lineage', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Children & Descendants', 'Dharma & Spiritual Path', 'Income & Earnings', 'Prominence & Governance', 'Social & Family Relations']","['childbearing_potential', 'income_primary', 'public_image_reputation', 'friendships_social_circle', 'spiritual_learning']"
"If Dhuma is in the 6th, the native will be strong, will conquer his enemies, very brilliant, famous and free from diseases.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 6}]","['career_public_life', 'health_risks_longevity', 'relationships']","['Physical Health', 'Prominence & Governance', 'Public Interaction']","['vitality_energy_levels', 'disputes_conflicts', 'public_image_reputation', 'general_health']"
"If Dhuma is in the 7th, the native will be penniless, be ever sensuous, skilful in going to others' females and be always devoid of brilliance.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 7}]","['career_public_life', 'relationships', 'wealth_assets_resources']","['Income & Earnings', 'Prominence & Governance', 'Romantic & Marriage']","['income_primary', 'intimacy_sexuality', 'public_image_reputation']"
"If Dhuma is in the 8th, the native will be bereft of courage but be enthusiastic, be truthful, disagreeable, hard-hearted and selfish.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 8}]",['core_self_vitality'],['Identity & Personality'],['self_identity_character']
"If Dhuma is in the 9th, the native will be endowed with sons and fortunes, be rich, honourable, kind, religious, and well disposed to his relatives.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 9}]","['career_public_life', 'core_self_vitality', 'family_lineage', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Children & Descendants', 'Dharma & Spiritual Path', 'Identity & Personality', 'Income & Earnings', 'Prominence & Governance', 'Social & Family Relations']","['childbearing_potential', 'income_primary', 'public_image_reputation', 'self_identity_character', 'religious_alignment', 'inlaws_extended_family']"
"If Dhuma is in the 10th, the native will be endowed with sons and fortunes, be delighted, intelligent, happy and truthful.","BPHS1, Chapter 23 - EFFECTS OF NON-LUMINOUS PLANETS (Part 1)",placement,,"[{""planet_name"": ""Dhuma"", ""house"": 10}]","['core_self_vitality', 'family_lineage', 'learning_education_creativity', 'wealth_assets_resources']","['Children & Descendants', 'Identity & Personality', 'Income & Earnings', 'Skills & Creativity']","['childbearing_potential', 'income_primary', 'self_identity_character', 'intellectual_skills']"
