chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If the 2nd lord is in the 6th along with a benefic the native will gain wealth through his enemies; if he be with a malefic, there will be loss through enemies apart from mutilation of shanks.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 6, ""conjunction"": {""type"": ""conjunction"", ""planet_names"": [""2nd Lord"", ""Benefic""], ""house"": 6}}, {""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 6, ""conjunction"": {""type"": ""conjunction"", ""planet_names"": [""2nd Lord"", ""Malefic""], ""house"": 6}}]","['health_risks_longevity', 'home_property_vehicles', 'relationships', 'wealth_assets_resources']","['Income & Earnings', 'Physical Health', 'Public Interaction', 'Residence & Property']","['income_secondary_sources', 'disputes_conflicts', 'debts_liabilities', 'accidents_injuries']"
"If the 2nd lord is in the 7th, the native will be addicted to others' wives and be a doctor. If a malefic is related to the said placement by conjunction or by aspect, the native's wife will (also) be of questionable character.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 7}, {""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 7, ""condition"": ""conjunction or aspect from a malefic""}]","['career_public_life', 'relationships']","['Profession & Field', 'Romantic & Marriage']","['love_relationships', 'marriage_spouse', 'healing_medical_professions', 'other_romantic_marriage']"
"If the 2nd lord is in the 8th, the native will be endowed with abundant land and wealth. But he will have limited marital felicity and be bereft of happiness from his elder brother.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 8}]","['relationships', 'wealth_assets_resources']","['Assets & Property', 'Income & Earnings', 'Romantic & Marriage', 'Social & Family Relations']","['property_real_estate', 'inheritance_unearned_income', 'marriage_spouse', 'siblings_relations']"
"If the 2nd lord is in the 9th, the native will be wealthy, diligent, skillful, sick during childhood and will later on be happy (i. e. healthy) and will visit shrines, observing religious codes etc.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 9}]","['health_risks_longevity', 'learning_education_creativity', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Dharma & Spiritual Path', 'Income & Earnings', 'Physical Health', 'Skills & Creativity', 'Travel & Journeys']","['income_primary', 'intellectual_skills', 'general_health', 'pilgrimage_spiritual_travel', 'religious_alignment']"
"If the 2nd lord is in the 10th, the native will be libidinous, honourable, learned, will have many wives and much wealth but be bereft of filial happiness.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 10}]","['career_public_life', 'learning_education_creativity', 'relationships']","['Career Dynamics', 'Formal Education', 'Prominence & Governance', 'Romantic & Marriage', 'Social & Family Relations']","['intimacy_sexuality', 'public_image_reputation', 'higher_education', 'marriage_spouse', 'income_from_profession', 'children_relations']"
"If the 2nd lord is in the 11th, the native will have all kinds of wealth, be ever diligent, honourable and famous.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 11}]","['career_public_life', 'wealth_assets_resources', 'yogas']","['Income & Earnings', 'Prominence & Governance', 'Strength & Success Yogas']","['income_primary', 'income_secondary_sources', 'public_image_reputation', 'dhana_yogas']"
"If the 2nd lord is in the 12th, the native will be adventurous, be devoid of wealth, and be interested in other's wealth while his eldest child will not keep him happy.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 2, ""placed_in_house"": 12}]","['core_self_vitality', 'home_property_vehicles', 'relationships', 'wealth_assets_resources']","['Financial Dynamics', 'Purpose & Direction', 'Residence & Property', 'Social & Family Relations']","['debts_liabilities', 'financial_risks', 'children_relations', 'resilience_adaptability']"
"If the 3rd lord is in the ascendant the native will have self-made wealth, be disposed to worship, be valorous and be intelligent although devoid of learning.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 1}]","['core_self_vitality', 'learning_education_creativity', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Dharma & Spiritual Path', 'Formal Education', 'Identity & Personality', 'Income & Earnings', 'Skills & Creativity']","['income_primary', 'religious_alignment', 'confidence_charisma', 'intellectual_skills', 'primary_education']"
"If the 3rd lord is in the 2nd, the native will be corpulent, devoid of valour, will not make much efforts, be unhappy and will have an eye on others' wives and others' wealth.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 2}]","['core_self_vitality', 'health_risks_longevity', 'relationships', 'wealth_assets_resources']","['Financial Dynamics', 'Identity & Personality', 'Mental & Emotional Health', 'Physical Health', 'Romantic & Marriage']","['physical_appearance', 'vitality_energy_levels', 'emotional_resilience', 'love_relationships', 'financial_risks']"
"If the 3rd lord is in the 3rd, the native will be endowed with happiness through co-borns and will have wealth and sons, be cheerful and extremely happy.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 3}]","['family_lineage', 'health_risks_longevity', 'relationships', 'wealth_assets_resources']","['Children & Descendants', 'Income & Earnings', 'Mental & Emotional Health', 'Social & Family Relations']","['siblings_relations', 'income_primary', 'childbearing_potential', 'emotional_resilience']"
"If the 3rd lord is in the 4th, the native will be happy, wealthy and intelligent but will acquire a wicked spouse.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 4}]","['health_risks_longevity', 'learning_education_creativity', 'relationships', 'wealth_assets_resources']","['Income & Earnings', 'Mental & Emotional Health', 'Romantic & Marriage', 'Skills & Creativity']","['emotional_resilience', 'income_primary', 'intellectual_skills', 'marriage_spouse']"
"If the 3rd lord is in the 5th, the native will have sons. If in the process the 3rd lord be conjunct or aspected by a malefic, the native will have a formidable wife.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 5}, {""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 5, ""condition"": ""conjunction or aspect from a malefic""}]","['family_lineage', 'relationships']","['Children & Descendants', 'Romantic & Marriage']","['childbearing_potential', 'marriage_spouse']"
"If the 3rd lord is in the 6th, the native will be inimical to his co-borns, be affluent, will not be well-disposed to his maternal uncles and be dear to his maternal aunt.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 2)",lordship,,"[{""type"": ""lordship"", ""lord_of_house"": 3, ""placed_in_house"": 6}]","['relationships', 'wealth_assets_resources']","['Income & Earnings', 'Social & Family Relations']","['siblings_relations', 'income_primary', 'inlaws_extended_family']"
