chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"According to Uttara Kalamrita, if a birth occurs within 48 minutes of Dinardha (mid-day) or Nisardha (mid-night), a king is born who will conquer his enemies, observe religious rules, and be learned.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",prose,,,"['career_public_life', 'core_self_vitality', 'yogas']","['Prominence & Governance', 'Purpose & Direction', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'life_path_purpose']"
"If an exalted planet is in the 2nd house, in aspect to another exalted planet, a Koteeswara is born.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Koteeswara Yoga,"[{""placement"": {""house"": 2}, ""aspect"": {""target_house"": 2, ""strength"": ""exalted""}}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Strength & Success Yogas']","['dhana_yogas', 'wealth_stability', 'raja_yogas']"
"If an exalted planet is in the 2nd house and is aspected by a planet in its own house, the native will be a Lakshadheri, possessing relatively less riches.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Lakshadhikari Yoga,"[{""placement"": {""house"": 2}, ""aspect"": {""target_house"": 2, ""strength"": ""own_house""}}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Strength & Success Yogas']","['dhana_yogas', 'wealth_stability']"
A Raja yoga is formed if the Moon and Venus are mutually in the 3rd and 11th houses from each other. A separate Raja yoga is formed if the Moon and Venus are placed anywhere but mutually aspect each other.,"BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,['yogas'],['Strength & Success Yogas'],"['raja_yogas', 'other_strength_success_yogas']"
"Should the Moon, endowed with strength, be in Vargothamsa and be aspected by four or more planets, the native will become a king.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"One will become a king if the ascendant is in Uttamamsa and is aspected by four or more planets, excluding the Moon.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'core_self_vitality', 'yogas']","['Identity & Personality', 'Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'self_identity_character']"
"If one, two, or three planets are in their exaltation signs, a person of royal lineage will become a king, while another person will be equal to a king or wealthy.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'dhana_yogas', 'authority_leadership', 'wealth_stability']"
"If four or five planets occupy their exaltation or Moolatrikona signs, even a person of humble origins will become a king.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"If six planets are exalted, the native will become an emperor and enjoy various kinds of royal paraphernalia.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Samrat Yoga,,"['career_public_life', 'home_property_vehicles', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas', 'Vehicles & Movables']","['raja_yogas', 'authority_leadership', 'public_image_reputation', 'luxury_possessions']"
"If at least one planet among Jupiter, Venus, and Mercury is in exaltation, while a benefic planet is in an angle (Kendra house), the native will become a king or be equal to one.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership']"
"If all benefic planets are in the angles (Kendra houses 1, 4, 7, 10) while all malefic planets are in the 3rd, 6th, and 11th houses, the native will ascend the throne, even if born into a humble family.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Raja Yoga,,"['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"If the 10th lord is conjunct with or aspected by the dispositor of the Amatyakaraka, the native will be a chief in the king's court. The same result occurs if the 10th lord is conjunct with or aspected by the Amatyakaraka planet itself.","BPHS1, Chapter 39 - RATAYOGAS (Part 3)",yoga,Royal Association Yoga,,['career_public_life'],"['Profession & Field', 'Prominence & Governance']","['politics_public_service', 'authority_leadership', 'public_image_reputation', 'service_employment']"
