chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"CALCALATION OF SAYANA AND OTHER AVASTHAS : I now tell you of the avasthas viz' Sayana, Upavesana, Netrapani, Prakasana, Gamana, Aagamana, Sabha, Agama, Bhojane, Nrityalipsa, Kautuka and Nidra, and the chesthas of such avasthas. Note the number of the stars (from Aswini). occupied by the planet for which Avastha is to be calculated. Multiply that number by the number denoted by the planet (Sun 1, Moon 2 etc.). The figure so arrived at be again multiplied by the number of Navamsa the planet is in. Add to this the number of birth asterism, the number of ghatis of birth and the number of signs the ascendant gained from Aries. This figure be divided by 12 and the remainder will indicate the corresponding Avastha of the planet.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",prose,,,['Foundational Concepts'],['Astrological Principles'],"['definition', 'general_principle']"
"The sub state in the said Avastha can be found out thus : Multiply the figure denoted by the Avastha concerned (i.e. Sayana 1, Upavesana 2 etc) by the same figure and increase it by the figure denoted by the Anka value for the first syllable of the native's personal name. Divide the product so obtained by 12. The remainder thereof be further increased by constant planetary additaments, thus : Sun 5, Moon 2, Mars 2, Mercury 3, Jupiter 5, Venus 3, Saturn 3, Rahu 4 (and Ketu 4). (Here the planet means the one for whom the sub state is being known.) The product so arrived at be divided by 3. In the process if the remainder is 1, it is Drishti, if 2 Cheshta and if 0 Vicheshta.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",prose,,,['Foundational Concepts'],['Astrological Principles'],"['definition', 'general_principle']"
"EFFECTS OF CHESHTA ETC. : If the sub state is Drishti in an Avastha, the results being stated for the Avastha will be medium, full in cheshta and negligible in vicheshta. The good and bad effects of planets be deciphered based on the strength and weakness of the planets. In exaltation, the planets reveal effects in a pronounced manner due to (good) avasthas.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",prose,,,['Foundational Concepts'],['Astrological Principles'],['general_principle']
"If the Sun is in Sayanavastha, the native will incur digestive deficiency, many diseases, stoutness of legs, bilious vitiation, ulcer in the anus, and heart strokes.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Sayanavastha""}]",['health_risks_longevity'],['Physical Health'],"['general_health', 'chronic_diseases', 'vitality_energy_levels']"
"If the Sun is in Upavesanavastha, the native will suffer poverty, will carry loads, will indulge in litigations, be hard-hearted, wicked, and will lose in his undertakings.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Upavesanavastha""}]","['career_public_life', 'core_self_vitality', 'home_property_vehicles', 'relationships', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings', 'Profession & Field', 'Public Interaction', 'Residence & Property']","['income_primary', 'debts_liabilities', 'disputes_conflicts', 'service_employment', 'self_identity_character']"
"If the Sun is in Netrapaniavastha, the native will always be happy, wise, helpful to others, endowed with prowess and wealth, very happy, and will gain royal favours.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Netrapaniavastha""}]","['career_public_life', 'health_risks_longevity', 'learning_education_creativity', 'wealth_assets_resources', 'yogas']","['Income & Earnings', 'Mental & Emotional Health', 'Prominence & Governance', 'Skills & Creativity', 'Strength & Success Yogas']","['emotional_resilience', 'intellectual_skills', 'income_primary', 'authority_leadership', 'public_image_reputation', 'dhana_yogas']"
"If the Sun is in Prakasanavastha, the native will be liberal in disposition, will have plenty of wealth, be a significant speaker in the assembly, will perform many meritorious acts, be greatly strong and be endowed with charming beauty.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Prakasanavastha""}]","['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'travel_dharma_spirituality', 'wealth_assets_resources', 'yogas']","['Dharma & Spiritual Path', 'Identity & Personality', 'Income & Earnings', 'Physical Health', 'Profession & Field', 'Prominence & Governance', 'Strength & Success Yogas']","['self_identity_character', 'income_primary', 'dhana_yogas', 'communication_media_publishing', 'public_image_reputation', 'charitable_service', 'vitality_energy_levels', 'physical_appearance']"
"If the Sun is in Gamanavastha the native will be disposed to live in foreign places, be miserable, indolent, bereft of intelligence and wealth, be distressed due to fear and be short-tempered.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Gamanavastha""}]","['core_self_vitality', 'health_risks_longevity', 'learning_education_creativity', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings', 'Mental & Emotional Health', 'Skills & Creativity', 'Travel & Journeys']","['relocation_abroad', 'long_travel_foreign', 'emotional_resilience', 'stress_anxiety', 'intellectual_skills', 'income_primary', 'self_identity_character']"
"If the Sun is in Agamanavastha, the native will be interested in others' wives, be devoid of his own men, be interested in movements, skilful in doing evil deeds, be dirty, ill disposed and be tale-bearer.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Agamanavastha""}]","['career_public_life', 'core_self_vitality', 'relationships']","['Identity & Personality', 'Prominence & Governance', 'Romantic & Marriage', 'Social & Family Relations']","['love_relationships', 'intimacy_sexuality', 'friendships_social_circle', 'self_identity_character', 'public_image_reputation']"
"If the Sun is in Sabhavastha, the native will be disposed to help others, be always endowed with wealth and gems, be virtuous, endowed with lands, new houses and robes, be very","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 2)",avastha,,"[{""planet_name"": ""Sun"", ""state"": ""Sabhavastha""}]","['core_self_vitality', 'home_property_vehicles', 'travel_dharma_spirituality', 'wealth_assets_resources', 'yogas']","['Assets & Property', 'Dharma & Spiritual Path', 'Identity & Personality', 'Income & Earnings', 'Strength & Success Yogas', 'Vehicles & Movables']","['charitable_service', 'income_primary', 'dhana_yogas', 'property_real_estate', 'luxury_possessions', 'self_identity_character']"
