chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"11th, 3rd, 8th, 6th, 2nd and 12th are malefic bhavas. Association with these houses will inflict evils. Angles and trines are auspicious bhavas, the association with which turns even evils into auspiciousness. The 6 bhavas viz. 11th, 3rd, 8th, 6th, 2nd and 12th are adverse. The other 6 bhavas, viz. ascendant, 4th, 5th, 7th, 9th and 10th are good houses.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",house_group_definition,,"[{""group_name"": ""Malefic/Adverse"", ""houses"": [11, 3, 8, 6, 2, 12], ""description"": ""Association with these houses will inflict evils.""}, {""group_name"": ""Auspicious/Good"", ""houses"": [1, 4, 5, 7, 9, 10], ""description"": ""Association with these houses turns evils into auspiciousness.""}]",['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
"Karakamsa is the Navamsa occupied by the Atma Karaka planet. The Atmakaraka is the one who traversed the highest number of degrees etc. (devoid of Rasi), among the 8 planets, from Sun to Rahu.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",karaka,,"[{""karaka_type"": ""Atmakaraka"", ""signification"": ""Highest degree planet among Sun, Moon, Mars, Mercury, Jupiter, Venus, Saturn, Rahu.""}]",['Foundational Concepts'],['Astrological Principles'],"['definition', 'classification']"
"If Atmakaraka be in Aries Navamsa, there will be nuisance from rats and cats at all times. A malefic joining will further increase the nuisance.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Aries""}, {""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Aries"", ""conjunction_with_malefic"": true}]","['doshas', 'home_property_vehicles']","['Malefic Influences', 'Other']","['other_home_related', 'other_malefic_influences']"
"Should Atmakaraka be in Taurus Navamsa, happiness from quadrupeds will result.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Taurus""}]","['home_property_vehicles', 'wealth_assets_resources']","['Other', 'Vehicles & Movables']","['movable_assets', 'other_wealth_related']"
"Should he be in Gemini Navamsa, the native will be afflicted by itch etc.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Gemini""}]",['health_risks_longevity'],['Physical Health'],"['general_health', 'other_physical_health']"
"If he be in Cancer Navamsa, there will be fear from water etc.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Cancer""}]",['health_risks_longevity'],"['Mental & Emotional Health', 'Physical Health']","['accidents_injuries', 'stress_anxiety']"
"If he be in Leo Navamsa, fear will be from tiger etc.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Leo""}]",['health_risks_longevity'],"['Mental & Emotional Health', 'Physical Health']","['accidents_injuries', 'stress_anxiety']"
"If he be in Virgo Navamsa, itch, corpulence, fire etc. will cause trouble.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Virgo""}]",['health_risks_longevity'],['Physical Health'],"['general_health', 'accidents_injuries']"
"while in Libra Navamsa, the Atmakaraka will make one a trader and skilful in making robes etc.","BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Libra""}]","['career_public_life', 'learning_education_creativity']","['Knowledge & Wisdom', 'Profession & Field']","['finance_trade_commerce', 'practical_skills']"
Scorpio Navamsa holding the said planet will bring troubles from snakes etc. and also affliction to mother's breasts.,"BPHS1, Chapter 33 - EFFECTS OF KARAKAMSA (Part 1)",varga,,"[{""varga"": ""D9"", ""planet_name"": ""Atmakaraka"", ""sign"": ""Scorpio""}]","['family_lineage', 'health_risks_longevity']","['Parents & Ancestors', 'Physical Health']","['accidents_injuries', 'mother_status_influence', 'general_health']"
