chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"should Upavesanavastha occur to Venus in exaltation or in own sign, the native will be endowed with all kinds of happiness.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Upavesanavastha"", ""sign"": ""Pisces""}, {""planet_name"": ""Venus"", ""state"": ""Upavesanavastha"", ""sign"": ""Taurus""}, {""planet_name"": ""Venus"", ""state"": ""Upavesanavastha"", ""sign"": ""Libra""}]","['health_risks_longevity', 'home_property_vehicles']","['Mental & Emotional Health', 'Residence & Property']","['home_comforts', 'emotional_resilience', 'psychological_balance']"
There will be sure loss of eye sight if Venus is in Netrapani Avastha.,"BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",avastha,,"[{""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha""}]",['health_risks_longevity'],['Physical Health'],"['chronic_diseases', 'general_health']"
The 10th house placement of Venus in Netrapani Avastha is not praiseworthy for riches.,"BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 10}]","['career_public_life', 'home_property_vehicles', 'wealth_assets_resources']","['Career Dynamics', 'Financial Dynamics', 'Residence & Property']","['income_from_profession', 'financial_risks', 'debts_liabilities']"
"in other houses than the ascendant, 7th and 10th this will bring abundant wealth apart from giving two wives.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 2}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 3}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 4}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 5}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 6}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 8}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 9}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 11}, {""planet_name"": ""Venus"", ""state"": ""Netrapani Avastha"", ""house"": 12}]","['relationships', 'wealth_assets_resources', 'yogas']","['Income & Earnings', 'Romantic & Marriage', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'marriage_spouse']"
"Prakasana Avastha of Venus placed in the 2nd, 7th, 9th or the ascendant will give wealth and sterling disposition.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""house"": 1}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""house"": 2}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""house"": 7}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""house"": 9}]","['core_self_vitality', 'wealth_assets_resources']","['Identity & Personality', 'Income & Earnings']","['income_primary', 'self_identity_character', 'confidence_charisma']"
"And if he be in the 10th or in exaltation or in friendly sign, the native will occupy a high position with the king.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""house"": 10}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""sign"": ""Pisces""}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""sign"": ""Gemini""}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""sign"": ""Virgo""}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""sign"": ""Capricorn""}, {""planet_name"": ""Venus"", ""state"": ""Prakasana Avastha"", ""sign"": ""Aquarius""}]",['career_public_life'],['Prominence & Governance'],"['authority_leadership', 'public_image_reputation', 'politics_public_service']"
"In other houses than these, Prakasavastha of Venus will give many diseases and miseries.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 3}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 4}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 5}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 6}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 8}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 11}, {""planet_name"": ""Venus"", ""state"": ""Prakasavastha"", ""house"": 12}]",['health_risks_longevity'],"['Mental & Emotional Health', 'Physical Health']","['chronic_diseases', 'stress_anxiety', 'general_health']"
If Venus is in Sabhavastha the native will receive royal favours and be akin to Kubera in wealth.,"BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",avastha,,"[{""planet_name"": ""Venus"", ""state"": ""Sabhavastha""}]","['career_public_life', 'wealth_assets_resources', 'yogas']","['Income & Earnings', 'Prominence & Governance', 'Strength & Success Yogas']","['politics_public_service', 'dhana_yogas', 'income_primary']"
"should Venus be in Sabhavastha in an enemy's sign or in aspect to an enemy, it will destroy everything.","BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",planet_profile,,"[{""planet_name"": ""Venus"", ""state"": ""Sabhavastha"", ""sign"": ""Aries""}, {""planet_name"": ""Venus"", ""state"": ""Sabhavastha"", ""sign"": ""Scorpio""}, {""planet_name"": ""Venus"", ""state"": ""Sabhavastha"", ""sign"": ""Cancer""}, {""planet_name"": ""Venus"", ""state"": ""Sabhavastha"", ""sign"": ""Leo""}]","['health_risks_longevity', 'wealth_assets_resources']","['Financial Dynamics', 'Longevity & Risks']","['sudden_gains_losses', 'financial_risks', 'risk_periods']"
Nrityalipsavastha of Venus will confer a high degree of learning.,"BPHS1, Chapter 45 - AVASTHAS OF PLANETS (Part 6)",avastha,,"[{""planet_name"": ""Venus"", ""state"": ""Nrityalipsavastha""}]",['learning_education_creativity'],"['Formal Education', 'Knowledge & Wisdom', 'Skills & Creativity']","['higher_education', 'intellectual_skills', 'lifelong_learning']"
