chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Three groups are considered here for this system of longevity calculations. Following are the three groups, each group consisting two of the six. 1st group-natal ascendant lord and 8th lord from the ascendant. 2nd group-Saturn and the Moon. 3rd group-natal ascendant and Hora Lagna.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""group"": 1, ""components"": [""ascendant_lord"", ""8th_lord""]}, {""group"": 2, ""components"": [""Saturn"", ""Moon""]}, {""group"": 3, ""components"": [""natal_ascendant"", ""Hora Lagna""]}]","['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'definition']"
"Long life: If both the constituents are in movable signs (jointly or separately), long life will come to pass. One in fixed sign and another in a dual sign will also give same scale of longevity.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""constituent_1_modality"": ""movable"", ""constituent_2_modality"": ""movable"", ""result"": ""long_life""}, {""constituent_1_modality"": ""fixed"", ""constituent_2_modality"": ""dual"", ""result"": ""long_life""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
Medium life : One in movable sign and another fixed sign will give medium life. Both in dual signs will also give same effects.,"BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""constituent_1_modality"": ""movable"", ""constituent_2_modality"": ""fixed"", ""result"": ""medium_life""}, {""constituent_1_modality"": ""dual"", ""constituent_2_modality"": ""dual"", ""result"": ""medium_life""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
Short life : One in movable sign and another in dual sign will indicate short life. Both of them in fixed signs will produce again short life.,"BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""constituent_1_modality"": ""movable"", ""constituent_2_modality"": ""dual"", ""result"": ""short_life""}, {""constituent_1_modality"": ""fixed"", ""constituent_2_modality"": ""fixed"", ""result"": ""short_life""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"Out of the three groups, the scale of span (viz. long, medium and short) indicated by two or three be considered. Suppose two groups indicate medium life while another short life, then take medium span as the basic one. Alternatively if three indicate identical scales, i.e. long, short or medium, consider that as the case may be.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""condition"": ""two_or_three_groups_indicate_same_span"", ""outcome"": ""select_the_majority_indicated_span""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"If 3 groups denote variable spans, the group of natal ascendant and Hora ascendant will have a say on the indication. Whatever this pair denotes will be the basic span in case of three different indications.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""condition"": ""three_groups_indicate_different_spans"", ""outcome"": ""use_indication_from_natal_ascendant_and_Hora_Lagna_pair""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"in the case of three different indications (i.e. one long life, another medium life and yet another short life), see the position of the Moon in the natal horoscope. If she is in the ascendant or in the 7th, then the indication given by the pair of Hora-natal ascendants be ignored and the indication of Saturn-Moon be alone considered.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",placement,,"[{""type"": ""placement"", ""planet_name"": ""Moon"", ""house"": 1, ""condition"": ""three_groups_indicate_different_spans"", ""outcome"": ""use_indication_from_Saturn_Moon_pair""}, {""type"": ""placement"", ""planet_name"": ""Moon"", ""house"": 7, ""condition"": ""three_groups_indicate_different_spans"", ""outcome"": ""use_indication_from_Saturn_Moon_pair""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"If long life is denoted by all the said three groups, the span is 120 years, if by two groups it is 108 years and if only by one group it is 96 years.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""longevity_type"": ""long_life"", ""indicating_groups"": 3, ""years"": 120}, {""longevity_type"": ""long_life"", ""indicating_groups"": 2, ""years"": 108}, {""longevity_type"": ""long_life"", ""indicating_groups"": 1, ""years"": 96}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"If medium life is arrived at by three groups, it is 80 years, by 2 groups 72 years and by one group 64 years.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""longevity_type"": ""medium_life"", ""indicating_groups"": 3, ""years"": 80}, {""longevity_type"": ""medium_life"", ""indicating_groups"": 2, ""years"": 72}, {""longevity_type"": ""medium_life"", ""indicating_groups"": 1, ""years"": 64}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"If short life is denoted by the said three groups it is only 32 years, if by two groups 36 years and by one group 40 years.","BPHS1, Chapter 43 - LONGEVITY (Part 4)",unstructured,,"[{""longevity_type"": ""short_life"", ""indicating_groups"": 3, ""years"": 32}, {""longevity_type"": ""short_life"", ""indicating_groups"": 2, ""years"": 36}, {""longevity_type"": ""short_life"", ""indicating_groups"": 1, ""years"": 40}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
