chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"O Brahmin, for the benefit of mankind I narrate methods of ascertaining longevity, as knowing longevity is difficult even for gods. Many exponents have laid down various methods of longevity calculations. Following is the summary of such schools of thoughts.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",prose,,,"['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'general_principle']"
"PINDAYU: The planets contribute longevity according to their being in exaltation, or debilitation, and also based on their strengths and weaknesses and positions in Aswini etc. and in the various signs.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",unstructured,,,"['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'general_principle']"
"19, 25, 15, 12, 15, 21 and 20 are the number of years contributed by the planets from the Sun etc. when in (deep) exaltation.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",unstructured,,,['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"These are half of the above in (deep) fall, and if the planets are in between exaltation and fall, rule of three process should be used. Deduct the actual position of the planet from its deep exaltation point. If the product is less than 6 signs, deduct it again from 12 signs. The product concerned be multiplied by the number of years allotted to the planet and divided by 12 to get the planet's actual contribution.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",unstructured,,,"['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'general_principle']"
"RECTIFICATIONS: Excepting Venus and Saturn, the contributions made by others should be halved, if they are eclipsed by the Sun.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",conjunction,,"[{""planet_names"": [""Sun"", ""Moon""], ""condition"": ""eclipsed"", ""effect"": ""Moon's longevity contribution is halved.""}, {""planet_names"": [""Sun"", ""Mars""], ""condition"": ""eclipsed"", ""effect"": ""Mars's longevity contribution is halved.""}, {""planet_names"": [""Sun"", ""Mercury""], ""condition"": ""eclipsed"", ""effect"": ""Mercury's longevity contribution is halved.""}, {""planet_names"": [""Sun"", ""Jupiter""], ""condition"": ""eclipsed"", ""effect"": ""Jupiter's longevity contribution is halved.""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
One third should be reduced if the planet is in its inimical sign. This does not apply to the one in retrogression.,"BPHS1, Chapter 43 - LONGEVITY (Part 1)",placement,,"[{""planet_name"": ""Any Planet"", ""state"": ""in inimical sign"", ""condition"": ""not retrograde"", ""effect"": ""Longevity contribution is reduced by one third.""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
"DEDUCTIONS FOR PLANETS IN VISIBLE HALF: Full, half, one third, one fourth, one fifth and one sixth are the deductions of contributions made by malefics placed in the visible half of the zodiac.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",placement,,"[{""planet_nature"": ""malefic"", ""house"": 7, ""effect"": ""Full deduction of its contributed years.""}, {""planet_nature"": ""malefic"", ""house"": 8, ""effect"": ""Half deduction of its contributed years.""}, {""planet_nature"": ""malefic"", ""house"": 9, ""effect"": ""One-third deduction of its contributed years.""}, {""planet_nature"": ""malefic"", ""house"": 10, ""effect"": ""One-fourth deduction of its contributed years.""}, {""planet_nature"": ""malefic"", ""house"": 11, ""effect"": ""One-fifth deduction of its contributed years.""}, {""planet_nature"": ""malefic"", ""house"": 12, ""effect"": ""One-sixth deduction of its contributed years.""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
Benefics in such cases lose only half of what malefics lose.,"BPHS1, Chapter 43 - LONGEVITY (Part 1)",placement,,"[{""planet_nature"": ""benefic"", ""house"": 7, ""effect"": ""Half of the full deduction (i.e., 1/2).""}, {""planet_nature"": ""benefic"", ""house"": 8, ""effect"": ""Half of the half deduction (i.e., 1/4).""}, {""planet_nature"": ""benefic"", ""house"": 9, ""effect"": ""Half of the one-third deduction (i.e., 1/6).""}, {""planet_nature"": ""benefic"", ""house"": 10, ""effect"": ""Half of the one-fourth deduction (i.e., 1/8).""}, {""planet_nature"": ""benefic"", ""house"": 11, ""effect"": ""Half of the one-fifth deduction (i.e., 1/10).""}, {""planet_nature"": ""benefic"", ""house"": 12, ""effect"": ""Half of the one-sixth deduction (i.e., 1/12).""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
"Should there be more than one planet in a house, the deduction due to the strongest will only prevail and not due to other planets in that particular house.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",conjunction,,"[{""planet_names"": [""Multiple Planets""], ""house"": ""Any house from 7 to 12"", ""effect"": ""Only the deduction corresponding to the strongest planet in that house is applied.""}]","['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'general_principle']"
Waning Moon is a benefic for this purpose.,"BPHS1, Chapter 43 - LONGEVITY (Part 1)",planet_profile,,"[{""planet_name"": ""Moon"", ""state"": ""waning"", ""effect"": ""Is considered a benefic for the purpose of calculating longevity deductions in the visible half of the zodiac.""}]","['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Longevity & Risks']","['lifespan_overview', 'general_principle']"
"MALEFICS IN ASCENDANT: In case the ascendant is occupied by malefics, adopt the following procedure: Convert the ascendant's sphuta into minutes of arc and multiply it by the years etc. contributed by the occupant and divide by 21600. The years etc. so arrived be deducted from the respective contribution which will be the net span donated by the planet.","BPHS1, Chapter 43 - LONGEVITY (Part 1)",placement,,"[{""planet_nature"": ""malefic"", ""house"": 1, ""effect"": ""A deduction is made from the malefic's contributed years, calculated as: (Ascendant longitude in minutes * Planet's contribution) / 21600.""}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'risk_periods', 'accidents_injuries']"
"If there is benefic's aspect on the ascendant containing malefics, then the loss is only half (obtained through these calculations).","BPHS1, Chapter 43 - LONGEVITY (Part 1)",aspect,,"[{""source_planet_nature"": ""benefic"", ""target_house"": 1, ""condition"": ""A malefic planet occupies the 1st house."", ""effect"": ""The calculated deduction for the malefic in the ascendant is halved.""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
ASCENDANT'S CONTRIBUTION: The number of years contributed by the ascendant will correspond to the number of signs it gained (from Aries) while the degrees the ascendant gained in the particular sign will also correspondingly donate (i.e. 30 degrees: 1 year).,"BPHS1, Chapter 43 - LONGEVITY (Part 1)",special_point,,"[{""point_name"": ""Ascendant"", ""effect"": ""Contributes years to longevity based on its position. Each full sign from Aries adds 1 year, and degrees within its sign add a proportional fraction of a year (30 degrees = 1 year).""}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'vitality_energy_levels']"
