chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"UNTRUTHFUL PERSON .. If the 2nd house and its lord are conjunct malefics, the native will be a tale-bearer, will speak untruth and will be afflicted by windy diseases.","BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 2, ""state"": ""conjunct malefics""}]","['health_risks_longevity', 'learning_education_creativity', 'relationships']","['Physical Health', 'Public Interaction', 'Skills & Creativity']","['writing_expression', 'general_health', 'disputes_conflicts']"
"The 2nd house and its lord are referred in the matter of windy diseases. Gastric troubles, rheumatism and the like are classified under windy disorders.","BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 2}]","['Foundational Concepts', 'health_risks_longevity']","['Astrological Principles', 'Physical Health']","['general_health', 'chronic_diseases', 'definition']"
If the 2nd house or its lord is associated with Saturn or Mercury it will cause rheumatism and such other disorders.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 2, ""planet_in_house"": ""Saturn""}, {""house"": 2, ""planet_in_house"": ""Mercury""}]",['health_risks_longevity'],['Physical Health'],"['general_health', 'chronic_diseases']"
"If Jupiter in affliction is associated with the 2nd house or its lord, gastric troubles will come to pass.","BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 2, ""planet_in_house"": ""Jupiter""}]",['health_risks_longevity'],['Physical Health'],"['general_health', 'chronic_diseases']"
"Should the 3rd house be conjunct or aspected by a benefic, the native will be endowed with co-born and be courageous.","BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 3, ""state"": ""conjunct a benefic""}, {""house"": 3, ""aspected_by_planet"": ""benefic""}]","['core_self_vitality', 'relationships']","['Identity & Personality', 'Social & Family Relations']","['siblings_relations', 'confidence_charisma']"
The 3rd house specifically deals with the after-born while the 11th house deals with preborn.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_group_definition,,"[{""houses"": [3, 11]}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Social & Family Relations']","['siblings_relations', 'definition']"
In the said chapter the sage instructs us to consider Mars for the 3rd bhava.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",karaka,,"[{""karaka_type"": ""Bhava Karaka"", ""planet_name"": ""Mars"", ""signification"": ""3rd House""}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Social & Family Relations']","['siblings_relations', 'definition']"
In the said chapter the sage instructs us to consider Jupiter for 11th bhava.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",karaka,,"[{""karaka_type"": ""Bhava Karaka"", ""planet_name"": ""Jupiter"", ""signification"": ""11th House""}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Social & Family Relations']","['siblings_relations', 'definition']"
Younger sister is denoted by the 3rd house and Mars.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 3, ""karakas"": [""Mars""], ""significations"": [""younger sister""]}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Social & Family Relations']","['siblings_relations', 'definition']"
Elder sister by the 11th house and Jupiter.,"BPHS1, Chapter 11 - EFFECTS OF THE 2nd HOUSE (Part 2)",house_profile,,"[{""house"": 11, ""karakas"": [""Jupiter""], ""significations"": [""elder sister""]}]","['Foundational Concepts', 'relationships']","['Astrological Principles', 'Social & Family Relations']","['siblings_relations', 'definition']"
