chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If the 8th lord is in the 9th, the native will betray his religion, be a heterodox, will beget a wicked wife and will steal others' wealth. Notes : The native will suffer frequent misfortunes and downfalls. His prosperity will not be unobstructed and he will find it difficult to cope up with professional adversities. His father will suffer a cut in longevity. His understanding with his father will be deficient. Progenic happiness will not come to him in full measure. His wife will be of ""questionable birth"". She will go to other men and beget progeny. The native himself will be addicted to others' housewives. These are additional effects of the 8th lord occupying the 9th house in a nativity.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 9}]","['career_public_life', 'family_lineage', 'home_property_vehicles', 'relationships', 'travel_dharma_spirituality', 'wealth_assets_resources']","['Career Dynamics', 'Children & Descendants', 'Dharma & Spiritual Path', 'Financial Dynamics', 'Parents & Ancestors', 'Residence & Property', 'Romantic & Marriage']","['philosophical_beliefs', 'marriage_spouse', 'debts_liabilities', 'career_stability_longevity', 'father_status_influence', 'childbearing_potential', 'intimacy_sexuality', 'sudden_gains_losses']"
"In the case of a Gemini native, Saturn occupying the 9th house (his Moolatrikona) will not produce these malefic effects. But his benefic tendencies will be quite meagre.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 9, ""planet_name"": ""Saturn"", ""sign"": ""Aquarius""}]","['Foundational Concepts', 'career_public_life', 'wealth_assets_resources']","['Astrological Principles', 'Other']","['general_principle', 'other_wealth_related', 'other_career_related']"
"If the 8th lord is in the 10th the native will be devoid of maternal bliss, be a tale-bearer and be bereft of livelihood. Notes : There is a school of thought to say that the 8th lord occupying the 9th house will cause the deaths of parents right in the native's boyhood. Apparently one will not enjoy parental happiness for a long duration. This placement of the 8th lord will produce all kinds of miseries in livelihood, fortunes, fame, properties and the like.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 10}]","['career_public_life', 'family_lineage', 'relationships', 'wealth_assets_resources']","['Assets & Property', 'Career Dynamics', 'Financial Dynamics', 'Parents & Ancestors', 'Profession & Field', 'Prominence & Governance', 'Social & Family Relations']","['mother_status_influence', 'parental_relations', 'service_employment', 'career_stability_longevity', 'public_image_reputation', 'property_real_estate', 'sudden_gains_losses']"
"If there is an aspect in the process from a benefic, then these evils will not mature. According to Maharshi Parasara, if the 8th lord in the 10th house is (well) related to a benefic, no evils will come to pass.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 10}]",['Foundational Concepts'],['Astrological Principles'],['general_principle']
"If the 8th lord along with a malefic is in the 11th, the native will be devoid of wealth and will be miserable in boyhood but happy later on.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",conjunction,,"[{""planet_names"": [""8th lord"", ""malefic""], ""house"": 11}]","['core_self_vitality', 'wealth_assets_resources']","['Financial Dynamics', 'Other']","['wealth_stability', 'other_core_self_related']"
"Should the 8th lord be in conjunction with a benefic and be in the 11th, the native will be long-lived.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",conjunction,,"[{""planet_names"": [""8th lord"", ""benefic""], ""house"": 11}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"The 8th lord in the 11th house, unless related to a malefic, particularly by conjunction, will not deprive the native of financial benefits. If he is alone in the 11th, he will not prove that bad in this respect.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 11}]",['wealth_assets_resources'],"['Financial Dynamics', 'Income & Earnings']","['income_primary', 'wealth_stability']"
"For Taurus ascendant, Jupiter in the 11th house is not baneful.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 11, ""planet_name"": ""Jupiter"", ""sign"": ""Pisces""}]","['Foundational Concepts', 'wealth_assets_resources']","['Astrological Principles', 'Other']","['general_principle', 'other_wealth_related']"
"For Scorpio ascendant, Mercury in the 11th will prove a highly favourable bargain in the matter of wealth, fame, knowledge etc.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 11, ""planet_name"": ""Mercury"", ""sign"": ""Virgo""}]","['career_public_life', 'learning_education_creativity', 'wealth_assets_resources']","['Income & Earnings', 'Prominence & Governance', 'Skills & Creativity']","['income_primary', 'public_image_reputation', 'intellectual_skills']"
"If the 8th lord is in the 12th, the native will spend on evil deeds and will incur a short life. More so, if there be additionally a malefic in the said house.","BPHS1, Chapter 22 - EFFECTS OF THE BHAVA LORDS (Part 7)",lordship,,"[{""lord_of_house"": 8, ""placed_in_house"": 12}]","['health_risks_longevity', 'home_property_vehicles']","['Longevity & Risks', 'Residence & Property']","['debts_liabilities', 'lifespan_overview']"
