chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Should the 11th lord be in the 11th itself or be in an angle or in a trine from the ascendant, there will be many gains. Similarly if the 11th lord is exalted, though in combustion, there will be many gains.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",lordship,,"[{""lord_of_house"": 11, ""placed_in_house"": 11}, {""lord_of_house"": 11, ""placed_in_house"": 1}, {""lord_of_house"": 11, ""placed_in_house"": 4}, {""lord_of_house"": 11, ""placed_in_house"": 7}, {""lord_of_house"": 11, ""placed_in_house"": 10}, {""lord_of_house"": 11, ""placed_in_house"": 5}, {""lord_of_house"": 11, ""placed_in_house"": 9}, {""lord_of_house"": 11, ""state"": ""exalted""}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'wealth_stability']"
"If the 11th lord is in the 2nd while the 2nd lord is in angle (from the ascendant) along with Jupiter, the gains will be great.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Dhana Yoga,"[{""name"": ""Dhana Yoga"", ""components"": [""11th lord in 2nd house"", ""2nd lord in an angle"", ""2nd lord conjunct Jupiter""]}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'wealth_stability']"
"If the 11th lord is in the 3rd while the 11th is occupied by a benefic, the native will gain 2000 Nishkas in his 36th year.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Dhana Yoga,"[{""name"": ""Dhana Yoga"", ""components"": [""11th lord in 3rd house"", ""benefic planet in 11th house""]}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'sudden_gains_losses']"
"If the 11th lord is conjunct a benefic in an angle or in a trine (from the ascendant), the native will acquire 500 Nishkas in his 40th year.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",conjunction,,"[{""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 1}, {""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 4}, {""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 7}, {""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 10}, {""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 5}, {""planet_names"": [""lord_of_house_11"", ""benefic""], ""house"": 9}]","['wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'sudden_gains_losses']"
The native will own 6000 Nishkas if the 11th is occupied by Jupiter while the 2nd and 9th are respectively taken over by the Moon and Venus by position.,"BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Dhana Yoga,"[{""name"": ""Dhana Yoga"", ""components"": [""Jupiter in 11th house"", ""Moon in 2nd house"", ""Venus in 9th house""]}]","['home_property_vehicles', 'wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas', 'Vehicles & Movables']","['income_primary', 'dhana_yogas', 'luxury_possessions', 'wealth_stability']"
"Should Jupiter, Mercury and the Moon be in the 11th from the 11th (i.e. 9th from the ascendant) the native will be endowed with wealth, grains, fortunes, diamonds, ornaments etc.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",conjunction,,"[{""planet_names"": [""Jupiter"", ""Mercury"", ""Moon""], ""house"": 9}]","['home_property_vehicles', 'wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Strength & Success Yogas', 'Vehicles & Movables']","['income_primary', 'dhana_yogas', 'luxury_possessions', 'wealth_stability', 'inheritance_unearned_income']"
One will gain 1000 Nishkas in his 33rd year if the 11th lord is in the ascendant and the ascendant lord is in the 11th.,"BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Parivartana Yoga,"[{""name"": ""Parivartana Yoga"", ""components"": [""lord_of_house_11 in house_1"", ""lord_of_house_1 in house_11""]}]","['core_self_vitality', 'wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Identity & Personality', 'Income & Earnings', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'sudden_gains_losses', 'self_identity_character']"
"If the 11th lord is in the 2nd as the 2nd lord is in the 11th, one will amass abundant fortunes after marriage.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Parivartana Yoga,"[{""name"": ""Parivartana Yoga"", ""components"": [""lord_of_house_11 in house_2"", ""lord_of_house_2 in house_11""]}]","['relationships', 'wealth_assets_resources', 'yogas']","['Financial Dynamics', 'Income & Earnings', 'Romantic & Marriage', 'Strength & Success Yogas']","['income_primary', 'dhana_yogas', 'wealth_stability', 'marriage_spouse']"
"If the 11th lord is in the 3rd as the 3rd lord is in the 11th, one will gain wealth through co-born and be endowed with excellent ornaments.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",yoga,Parivartana Yoga,"[{""name"": ""Parivartana Yoga"", ""components"": [""lord_of_house_11 in house_3"", ""lord_of_house_3 in house_11""]}]","['home_property_vehicles', 'relationships', 'wealth_assets_resources', 'yogas']","['Income & Earnings', 'Social & Family Relations', 'Strength & Success Yogas', 'Vehicles & Movables']","['income_secondary_sources', 'dhana_yogas', 'siblings_relations', 'luxury_possessions']"
"There will be no gains in spite of numerous efforts if the 11th lord is in fall, in combustion or be in the 6th/8th/12th with a malefic.","BPHS1, Chapter 20 - EFFECTS OF THE 11th HOUSE",dosha,Labha Bhava Dosha,"[{""name"": ""Labha Bhava Dosha"", ""components"": [""11th lord in fall"", ""11th lord in combustion"", ""11th lord in 6th house with a malefic"", ""11th lord in 8th house with a malefic"", ""11th lord in 12th house with a malefic""]}]","['home_property_vehicles', 'wealth_assets_resources']","['Financial Dynamics', 'Residence & Property']","['debts_liabilities', 'financial_risks', 'sudden_gains_losses']"
